"","ID","Presa","Grupo.funcional.presa","Depredador","Grupo.funcional.depredador","Estrategia","Fuente","Expertise.depredador","Expertise.presa","Referencia","Enlace","Referente"
"146",391,"Chaenocephalus_aceratus","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"147",392,"Champsocephalus_gunnari","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"148",393,"Chionodraco_rastrospinosus","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"149",394,"Lepidonotothen_kempi","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"150",395,"Nototheniops_larseni","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"151",396,"Pseudochaenichthys_georgianus","Perciformes ","Ziphius_cavirostris","Ziphiidae ","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"152",401,"Champsocephalus_aceratus","Perciformes","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"153",413,"Micromesistius_australis","Gadiformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"154",416,"Gobionotothen_gibberifrons","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"155",417,"Chaenocephalus_aceratus","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
