"","ID","Presa","Grupo.funcional.presa","Depredador","Grupo.funcional.depredador","Estrategia","Fuente","Expertise.depredador","Expertise.presa","Referencia","Enlace","Referente"
"147",468,"Ilex_argentinus","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"148",469,"Enteroctopus_megalocyathus","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"149",478,"Martialia_hyadesi","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"150",479,"Galiteuthis_glacialis","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"151",480,"Taonius*","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"152",481,"Histioteuthis_eltaninae","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"153",482,"Histioteuthis_atlantica","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"154",483,"Alluroteuthis_antarcticus","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"155",484,"Kondakovia_longimana","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"156",485,"Filippovia_knipovitchi","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"157",486,"Semirossia_tenera","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"158",487,"Gonatus_antarcticus","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"159",501,"Doryteuthis_gahi","Cephalopoda ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"160",506,"Cephalopoda*","Cephalopoda","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Cefalopodos",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14864",NA
"161",521,"Ilex_argentinus","Cephalopoda","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Cefalopodos",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"162",522,"Moroteuthopsis_ingens","Cephalopoda","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Cefalopodos",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"163",523,"Octopus*","Cephalopoda","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Cefalopodos",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
