resource,consumer
Cephalopoda,Champsocephalus esox
Cephalopoda,Schroederichthys bivius
Dissostichus eleginoides,Bathyraja brachyurops
Dissostichus eleginoides,Cottoperca gobio
Dissostichus eleginoides,Genypterus blacodes
Dissostichus eleginoides,Bathyraja griseocauda
Dissostichus eleginoides,Bathyraja albomaculata
Dissostichus eleginoides,Salilota australis
Euphausiacea,Polychaeta
Euphausiacea,Cephalopoda
Euphausiacea,Dissostichus eleginoides
Euphausiacea,Ophiuroidea
Euphausiacea,Bathyraja brachyurops
Euphausiacea,Cottoperca gobio
Euphausiacea,Genypterus blacodes
Euphausiacea,Macruronus magellanicus
Euphausiacea,Merluccius hubbsi
Euphausiacea,Sprattus fuegensis
Euphausiacea,Bathyraja griseocauda
Euphausiacea,Patagonotothen longipes
Euphausiacea,Patagonotothen tessellata
Euphausiacea,Bathyraja albomaculata
Euphausiacea,Patagonotothen ramsayi
Euphausiacea,Salilota australis
Euphausiacea,Hydrozoa
Euphausiacea,Hyperiidea
Euphausiacea,Odontesthes nigricans
Euphausiacea,Schroederichthys bivius
Gammaridea,Harpagifer bispinis
Gammaridea,Patagonotothen cornucola
Gammaridea,Nemertea
Gammaridea,Glyceridae
Gammaridea,Ophiuroidea
Gammaridea,Bathyraja brachyurops
Gammaridea,Macruronus magellanicus
Gammaridea,Bathyraja griseocauda
Gammaridea,Bathyraja albomaculata
Gammaridea,Patagonotothen ramsayi
Gammaridea,Salilota australis
Gammaridea,Nereididae
Gammaridea,Polynoidae
Gammaridea,Hydrozoa
Gammaridea,Congiopodus peruvianus
Gammaridea,Raja (Dipturus) chilensis
Gammaridea,Eleginops maclovinus
Glyceridae,Pagurus comptus
Glyceridae,Bathyraja albomaculata
Myxine glutinosa,Bathyraja brachyurops
Myxine glutinosa,Macruronus magellanicus
Myxine glutinosa,Bathyraja griseocauda
Myxine glutinosa,Bathyraja albomaculata
Myxine glutinosa,Raja (Dipturus) chilensis
Ophiuroidea,Dissostichus eleginoides
Ophiuroidea,Bathyraja brachyurops
Ophiuroidea,Cottoperca gobio
Ophiuroidea,Genypterus blacodes
Ophiuroidea,Merluccius hubbsi
Ophiuroidea,Patagonotothen tessellata
Ophiuroidea,Bathyraja albomaculata
Ophiuroidea,Patagonotothen ramsayi
Ophiuroidea,Salilota australis
Ophiuroidea,Eleginops maclovinus
Ophiuroidea,Lithodes santolla
Ophiuroidea,Schroederichthys bivius
Peltarion spinosulum,Bathyraja brachyurops
Peltarion spinosulum,Cottoperca gobio
Peltarion spinosulum,Bathyraja albomaculata
Peltarion spinosulum,Patagonotothen ramsayi
Peltarion spinosulum,Raja (Dipturus) chilensis
Peltarion spinosulum,Eleginops maclovinus
Peltarion spinosulum,Lithodes santolla
Peltarion spinosulum,Schroederichthys bivius
Terebellidae,Nemertea
Terebellidae,Bathyraja albomaculata
Terebellidae,Eleginops maclovinus
Bathyraja brachyurops,Cottoperca gobio
Bathyraja brachyurops,Genypterus blacodes
Cottoperca gobio,Dissostichus eleginoides
Cottoperca gobio,Bathyraja brachyurops
Cottoperca gobio,Genypterus blacodes
Cottoperca gobio,Bathyraja griseocauda
Cottoperca gobio,Salilota australis
Genypterus blacodes,Dissostichus eleginoides
Genypterus blacodes,Bathyraja brachyurops
Genypterus blacodes,Bathyraja griseocauda
Genypterus blacodes,Raja (Dipturus) chilensis
Macruronus magellanicus,Dissostichus eleginoides
Macruronus magellanicus,Bathyraja brachyurops
Macruronus magellanicus,Cottoperca gobio
Macruronus magellanicus,Genypterus blacodes
Macruronus magellanicus,Merluccius hubbsi
Macruronus magellanicus,Bathyraja griseocauda
Macruronus magellanicus,Salilota australis
Macruronus magellanicus,Raja (Dipturus) chilensis
Merluccius hubbsi,Bathyraja brachyurops
Merluccius hubbsi,Cottoperca gobio
Merluccius hubbsi,Genypterus blacodes
Merluccius hubbsi,Macruronus magellanicus
Merluccius hubbsi,Salilota australis
Merluccius hubbsi,Raja (Dipturus) chilensis
Merluccius hubbsi,Schroederichthys bivius
Patagonotothen sp.,Bathyraja brachyurops
Patagonotothen sp.,Bathyraja griseocauda
Patagonotothen sp.,Bathyraja scaphiops
Priapulida,Cephalopoda
Priapulida,Myxine glutinosa
Priapulida,Bathyraja brachyurops
Priapulida,Cosmasterias lurida
Priapulida,Eleginops maclovinus
Priapulida,Schroederichthys bivius
Sprattus fuegensis,Dissostichus eleginoides
Sprattus fuegensis,Bathyraja brachyurops
Sprattus fuegensis,Cottoperca gobio
Sprattus fuegensis,Macruronus magellanicus
Sprattus fuegensis,Merluccius hubbsi
Sprattus fuegensis,Bathyraja griseocauda
Sprattus fuegensis,Patagonotothen ramsayi
Sprattus fuegensis,Salilota australis
Sprattus fuegensis,Schroederichthys bivius
Bathyraja scaphiops,Genypterus blacodes
Bathyraja scaphiops,Bathyraja griseocauda
Patagonotothen longipes,Cottoperca gobio
Patagonotothen longipes,Champsocephalus esox
Patagonotothen sima,Cottoperca gobio
Patagonotothen sima,Champsocephalus esox
Patagonotothen tessellata,Cottoperca gobio
Patagonotothen tessellata,Patagonotothen ramsayi
Patagonotothen tessellata,Champsocephalus esox
Arbacia dufresnii,Raja (Dipturus) chilensis
Arbacia dufresnii,Cosmasterias lurida
Loxechinus albus,Cosmasterias lurida
Notobalanus flosculus,Cosmasterias lurida
Paralomis granulosa,Dissostichus eleginoides
Paralomis granulosa,Cosmasterias lurida
Bathyraja albomaculata,Dissostichus eleginoides
Bathyraja albomaculata,Cottoperca gobio
Bathyraja albomaculata,Genypterus blacodes
Paranotothenia magellanica,Cottoperca gobio
Patagonotothen brevicauda brevicauda,Dissostichus eleginoides
Patagonotothen brevicauda brevicauda,Cottoperca gobio
Patagonotothen ramsayi,Dissostichus eleginoides
Patagonotothen ramsayi,Cottoperca gobio
Patagonotothen ramsayi,Genypterus blacodes
Patagonotothen ramsayi,Macruronus magellanicus
Patagonotothen ramsayi,Merluccius hubbsi
Patagonotothen ramsayi,Salilota australis
Patagonotothen ramsayi,Raja (Dipturus) chilensis
Patagonotothen ramsayi,Schroederichthys bivius
Salilota australis,Dissostichus eleginoides
Salilota australis,Cottoperca gobio
Salilota australis,Genypterus blacodes
Salilota australis,Macruronus magellanicus
Salilota australis,Merluccius hubbsi
Echiura,Dissostichus eleginoides
Echiura,Ophiuroidea
Echiura,Eleginops maclovinus
Echiura,Schroederichthys bivius
Holothuroidea,Dissostichus eleginoides
Holothuroidea,Genypterus blacodes
Holothuroidea,Merluccius hubbsi
Holothuroidea,Patagonotothen ramsayi
Holothuroidea,Salilota australis
Callophyllis pinnata,Isopoda
Callophyllis pinnata,Nacella deaurata
Callophyllis pinnata,Polyplacophora
Callophyllis pinnata,Siphonaria lessonii
Callophyllis pinnata,Munida gregaria
Callophyllis pinnata,Patagonotothen tessellata
Callophyllis pinnata,Eleginops maclovinus
Ceramium diaphanum,Isopoda
Ceramium diaphanum,Nacella deaurata
Ceramium diaphanum,Polyplacophora
Ceramium diaphanum,Pseudechinus magellanicus
Ceramium diaphanum,Siphonaria lessonii
Ceramium diaphanum,Munida gregaria
Ceramium diaphanum,Patagonotothen tessellata
Ceramium diaphanum,Eleginops maclovinus
Cladophora sp.,Fissurella picta
Cladophora sp.,Halicarcinus planatus 
Cladophora sp.,Laevilitorina caliginosa
Cladophora sp.,Pseudechinus magellanicus
Cladophora sp.,Munida gregaria
Cladophora sp.,Eleginops maclovinus
Delesseriaceae ,Pseudechinus magellanicus
Delesseriaceae ,Munida gregaria
Delesseriaceae ,Eleginops maclovinus
Ectocarpus sp.,Fissurella picta
Ectocarpus sp.,Nacella deaurata
Ectocarpus sp.,Nacella magellanica
Ectocarpus sp.,Pseudechinus magellanicus
Ectocarpus sp.,Munida gregaria
Ectocarpus sp.,Eleginops maclovinus
Nereididae,Harpagifer bispinis
Nereididae,Patagonotothen cornucola
Nereididae,Nemertea
Nereididae,Glyceridae
Nereididae,Priapulida
Nereididae,Patagonotothen longipes
Nereididae,Patagonotothen tessellata
Nereididae,Polynoidae
Nereididae,Eleginops maclovinus
Nothogenia fastigiata,Isopoda
Nothogenia fastigiata,Nacella deaurata
Nothogenia fastigiata,Nacella magellanica
Nothogenia fastigiata,Polyplacophora
Nothogenia fastigiata,Siphonaria lessonii
Nothogenia fastigiata,Munida gregaria
Nothogenia fastigiata,Patagonotothen tessellata
Nothogenia fastigiata,Eleginops maclovinus
Polynoidae,Harpagifer bispinis
Polynoidae,Patagonotothen cornucola
Polynoidae,Nemertea
Polynoidae,Glyceridae
Polynoidae,Ophiuroidea
Polynoidae,Patagonotothen tessellata
Polynoidae,Hydrozoa
Polynoidae,Eleginops maclovinus
Rhizoclonium sp.,Nacella deaurata
Rhizoclonium sp.,Nacella magellanica
Rhizoclonium sp.,Pseudechinus magellanicus
Rhizoclonium sp.,Munida gregaria
Rhizoclonium sp.,Patagonotothen cornucola
Rhizoclonium sp.,Eleginops maclovinus
Scytothamus fasciculatus,Isopoda
Scytothamus fasciculatus,Nacella deaurata
Scytothamus fasciculatus,Polyplacophora
Scytothamus fasciculatus,Siphonaria lessonii
Scytothamus fasciculatus,Munida gregaria
Scytothamus fasciculatus,Patagonotothen tessellata
Scytothamus fasciculatus,Eleginops maclovinus
Tanaidacea,Gastropoda
Tanaidacea,Patagonotothen cornucola
Tanaidacea,Eleginops maclovinus
Ulva rigida,Isopoda
Ulva rigida,Nacella deaurata
Ulva rigida,Polyplacophora
Ulva rigida,Siphonaria lessonii
Ulva rigida,Munida gregaria
Ulva rigida,Patagonotothen tessellata
Ulva rigida,Eleginops maclovinus
Hiatella arctica,Eurypodius latreillii
Hiatella arctica,Trophon geversianus
Hiatella arctica,Peltarion spinosulum
Hiatella arctica,Paralomis granulosa
Hiatella arctica,Lithodes santolla
Hydrozoa,Eurypodius latreillii
Hydrozoa,Pagurus comptus
Hydrozoa,Pseudechinus magellanicus
Hydrozoa,Munida gregaria
Hydrozoa,Patagonotothen cornucola
Hydrozoa,Ophiuroidea
Hydrozoa,Peltarion spinosulum
Hydrozoa,Genypterus blacodes
Hydrozoa,Patagonotothen tessellata
Hydrozoa,Loxechinus albus
Hydrozoa,Paralomis granulosa
Hydrozoa,Paranotothenia magellanica
Hydrozoa,Nereididae
Hydrozoa,Polynoidae
Hydrozoa,Lithodes santolla
Hydrozoa,Odontesthes nigricans
Codium sp.,Fissurella picta
Codium sp.,Siphonaria lessonii
Codium sp.,Tonicia sp.
Porifera,Fissurella picta
Porifera,Gastropoda
Porifera,Polyplacophora
Porifera,Pseudechinus magellanicus
Porifera,Tonicia sp.
Porifera,Munida gregaria
Porifera,Genypterus blacodes
Porifera,Merluccius hubbsi
Porifera,Salilota australis
Porifera,Polynoidae
Porifera,Zygochlamys patagonica
Porifera,Raja (Dipturus) chilensis
Porifera,Glabraster antarctica
Porifera,Lithodes santolla
Porifera,Schroederichthys bivius
Galaxias maculatus,Odontesthes nigricans
Desmarestia sp.,Laevilitorina caliginosa
Desmarestia sp.,Munida gregaria
Desmarestia sp.,Gammaridea
Oligochaeta,Munida gregaria
Oligochaeta,Nemertea
Oligochaeta,Gammaridea
Oligochaeta,Nereididae
Polysiphonia sp.,Halicarcinus planatus 
Polysiphonia sp.,Laevilitorina caliginosa
Polysiphonia sp.,Nacella deaurata
Polysiphonia sp.,Nacella magellanica
Polysiphonia sp.,Pseudechinus magellanicus
Polysiphonia sp.,Patagonotothen cornucola
Polysiphonia sp.,Gammaridea
Porphyra sp.,Laevilitorina caliginosa
Porphyra sp.,Patagonotothen cornucola
Porphyra sp.,Gammaridea
Porphyra sp.,Patagonotothen longipes
Campylonotus vagans,Genypterus blacodes
Campylonotus vagans,Patagonotothen ramsayi
Campylonotus vagans,Schroederichthys bivius
Hyperiidea,Polychaeta
Hyperiidea,Genypterus blacodes
Hyperiidea,Macruronus magellanicus
Hyperiidea,Merluccius hubbsi
Hyperiidea,Patagonotothen ramsayi
Hyperiidea,Salilota australis
Hyperiidea,Raja (Dipturus) chilensis
Stromateus brasiliensis,Genypterus blacodes
Stromateus brasiliensis,Merluccius hubbsi
Stromateus brasiliensis,Raja (Dipturus) chilensis
Zygochlamys patagonica,Genypterus blacodes
Zygochlamys patagonica,Patagonotothen tessellata
Zygochlamys patagonica,Patagonotothen ramsayi
Cirripedia,Harpagifer bispinis
Cirripedia,Paralomis granulosa
Cirripedia,Schroederichthys bivius
Halopteris sp.,Nacella deaurata
Halopteris sp.,Nacella magellanica
Halopteris sp.,Munida gregaria
Halopteris sp.,Loxechinus albus
Ctenophora,Macruronus magellanicus
Ctenophora,Patagonotothen ramsayi
Ctenophora,Salilota australis
Ctenophora,Stromateus brasiliensis
Ballia sp.,Nacella deaurata
Ballia sp.,Nacella magellanica
Ballia sp.,Munida gregaria
Bostrychia sp.,Nacella deaurata
Bostrychia sp.,Nacella magellanica
Bostrychia sp.,Pseudechinus magellanicus
Bostrychia sp.,Munida gregaria
Ceramium sp.,Nacella deaurata
Ceramium sp.,Nacella magellanica
Ceramium sp.,Pseudechinus magellanicus
Ceramium sp.,Munida gregaria
Ceramium sp.,Patagonotothen cornucola
Griffithsia sp.,Munida gregaria
Hincksia sp.,Pseudechinus magellanicus
Hincksia sp.,Munida gregaria
Hymenena sp.,Munida gregaria
Monostroma sp.,Munida gregaria
Myriogramme sp.,Munida gregaria
Sphacelaria sp.,Pseudechinus magellanicus
Sphacelaria sp.,Munida gregaria
Trailliella sp.,Munida gregaria
Cirratulidae,Patagonotothen tessellata
Blidingia minima,Pseudechinus magellanicus
Derbesia sp.,Pseudechinus magellanicus
Ulothrix sp.,Pseudechinus magellanicus
Congiopodus peruvianus,Raja (Dipturus) chilensis
Champsocephalus esox,Schroederichthys bivius
Chthamalus sp.,Trophon geversianus
