ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
609,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
610,Amphipoda,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
611,Amphipoda,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
612,Amphipoda,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
613,Amphipoda,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
614,Amphipoda,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
615,Amphipoda,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
616,Amphipoda,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
617,Amphipoda,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
618,Amphipoda,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
619,Amphipoda,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
620,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gnathia
621,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
622,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
623,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
624,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
625,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
626,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
627,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
628,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
629,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
630,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
631,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
632,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
633,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
634,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
635,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Limnoria_sp*
636,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
637,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
638,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
639,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
640,Cymodocella,Isopoda,Isopodos,Lepidonotothen,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
641,Cymodocella,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
642,Cymodocella,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
643,Calanoida,Copepoda_otros,Zooplancton,Ophiacantha_vivipara,Echinodermata,Ofiuroideos,Cazador,Heterotrofo,,NA,
644,Detritos,Non-living,Non-living,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Detritos,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
645,Copepoda_otros,Copepoda_otros,Zooplancton,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
646,Amphipoda_spp,Amphipoda,Crustaceos peracaridos,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
647,Isopoda_otros,Isopoda,Crustaceos isopodos,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
648,Detritos,Non-living,Non-living,Anuropus_australis,Malacostraca,Crustaceos peracaridos,Filtrador,Detritos,"Schulutz, G. A._1975",https://doi.org/10.1029/AR023p0069,
649,Detritos,Non-living,Non-living,Anuropus_antarcticus,Malacostraca,Crustaceos,Filtrador,Detritos,,NA,
650,Agonidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Agonopsis_chiloensis
651,Atherinidae,Atheriniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Odonthestes
652,Bathylagidae,Argentiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
653,Bovichtidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
654,Callorhinchidae ,Chimaeriformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
655,Channichthyidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
656,Clinidae,Blenniiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
657,Clupeiformes_otros,Clupeiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
658,Congiopodidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
659,Gadidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
660,Gonatidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
661,Harpagiferidae_sp,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
662,Lamna_nasus,Lamniformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
663,Liparidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
664,Macrouridae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Macrourus_carinatus
665,Macruronidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
666,Melanonidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Melanonus_gracilis
667,Merlucciidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
668,Moridae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
669,Muraenolepididae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
670,Myctophidae_spp,Myctophiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
671,Myxinidae,Myxiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
672,Nototheniidae_spp,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
673,Ophidiidae,Ophidiiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
674,Zeiformes_sp,Zeiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
675,Paralichthyidae,Pleuronectiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
676,Psychrolutidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
677,Rajidae,Rajiformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
678,Scyliorhinidae,Carcharhiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
679,Sebastidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
680,Squalidae,Squaliformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
681,Stomiiformes,Stomiiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
682,Synaphobranchidae,Anguilliformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
683,Zoarcidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
684,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Littorinidae
685,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Littorinidae
686,Amphipoda_spp,Amphipoda,Crustaceos peracaridos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gammaridea
687,Calanoida,Malacostraca,Crustaceos peracaridos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
688,Munnidae,Malacostraca,Crustaceos peracaridos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
689,Euphausiidae,Malacostraca,Crustaceos peracaridos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
690,Euphausiidae,Malacostraca,Crustaceos peracaridos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
691,Euphausiidae,Malacostraca,Crustaceos peracaridos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
692,Euphausiidae,Malacostraca,Crustaceos peracaridos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Harpagifer_antarcticus
693,Euphausiidae,Malacostraca,Crustaceos peracaridos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
694,Ostracoda,Crustacea,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
695,Ostracoda,Crustacea,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
696,Ostracoda,Crustacea,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
697,Ostracoda,Crustacea,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
698,Ostracoda,Crustacea,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
699,Polyplacophora,Polyplacophora,Poliplacoforos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
700,Polyplacophora,Polyplacophora,Poliplacoforos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
701,Polyplacophora,Polyplacophora,Poliplacoforos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
702,Polyplacophora,Polyplacophora,Poliplacoforos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
703,Polyplacophora,Polyplacophora,Poliplacoforos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
704,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gondogeneia_antarctica
705,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
706,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
707,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
708,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
709,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
710,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
711,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
712,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
713,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
714,Gastropoda_otros,Gastropoda,Gasteropodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
715,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
716,Gastropoda_otros,Gastropoda,Gasteropodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
717,Gastropoda_otros,Gastropoda,Gasteropodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
718,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
719,Gastropoda_otros,Gastropoda,Gasteropodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
720,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
721,Gastropoda_otros,Gastropoda,Gasteropodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
722,Gastropoda_otros,Gastropoda,Gasteropodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
723,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
724,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
725,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
726,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
727,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
728,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
729,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
730,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
731,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
732,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
733,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
734,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gnathia
735,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
736,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
737,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
738,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
739,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
740,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
741,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
742,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
743,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
744,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
745,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
746,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
747,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
748,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
749,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Limnoria_sp*
750,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
