ID,Prey,Prey funtional group,Prey expertise,Predator,Predator funtional group,Predator expertise,Strategy,Source,Reference,Link,Observations
702,Liothyrella_uva,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
703,Magellania_venosa,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
704,Terebratella_dorsata,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
705,Detritus,Non-living,Non-living,Isopoda_others,Isopoda,Crustaceans,Filter,Detritus,Doti_pers.com.,,
706,Detritus,Non-living,Non-living,Gastropoda_others,Gastropoda,Gastropods,Filter,Detritus,Encyclopedia of Life,https://eol.org/pages/19661450; https://eol.org/pages/51274446; https://eol.org/pages/4870678,
707,Polychaeta,Polychaeta,Zooplankton,Gastropoda_others,Gastropoda,Gastropods,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/51509488,
708,Copepoda_others,Copepoda,Zooplankton,Amphipoda,Amphipoda,Crustaceans,Suspension-feeder,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa sp
709,Liothyrella_uva,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
710,Liothyrella_uva,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
711,Magellania_venosa,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019; CovattiAle_etal_2022,https://doi.org/10.1007/s12526-019-00935-1; https://d,
712,Magellania_venosa,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
713,Terebratella_dorsata,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
714,Terebratella_dorsata,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
715,Polychaeta,Polychaeta,Zooplankton,Macrouridae,Gadiformes,Fish,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
716,Macrouridae,Gadiformes,Fish,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSumma,
717,Amphipoda,Amphipoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
718,Campylonotus_vagans,Decapoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
719,Patagonotothen_ramsayi,Perciformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
720,Coelorinchus_fasciatus,Gadiformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
721,Iluocoetes_fimbriatus,Perciformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
722,Sprattus_fuegensis,Clupeiformes,Sardinas,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
723,Isopoda_others,Isopoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
724,Eukrohnia_hamata,Chaetognatha,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
725,Euphausiidae,Euphausiacea,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
726,Pseudosagitta_gazellae,Chaetognatha,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
727,Tinerfe_cyanea,Ctenophora,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
728,Pagurus_comptus,Decapoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
729,Polychaeta,Polychaeta,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
730,Macrourus_carinatus,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
731,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Catry_etal_2004,https://doi.org/10.3354/meps280261,
732,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_melanophris,Procellariiformes,Sea birds,Hunter,Heterotroph,Xavier_etal_2003,https://doi.org/10.1046/j.1474-919X.2003.00196.x,
733,Phytoplankton,Phytoplankton,Phytoplankton,Polyplacophora,Polyplacophora,Poliplacoforos,Grazer,Primary_producer,Encyclopedia of Life,https://eol.org/pages/4941339,
734,Detritus,Non-living,Non-living,Polyplacophora,Polyplacophora,Poliplacoforos,Deposit-feeder,Detritus,Sirenko_abstract,NA,
735,Euphausiidae,Euphausiacea,Crustaceans,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
736,Calanoida,Copepoda,Zooplankton,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
737,Copepoda_others,Copepoda,Zooplankton,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
738,Notothenia_coriiceps,Nototheniidae,Fish,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
739,Electrona_spp,Myctophiformes,Fish,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
740,Champsocephalus_gunnari,Perciformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
741,Champsocephalus_gunnari,Perciformes,Fish,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
742,Champsocephalus_gunnari,Perciformes,Fish,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
743,Champsocephalus_gunnari,Perciformes,Fish,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
744,Euphausiidae,Euphausiacea,Crustaceans,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
745,Electrona_spp,Myctophiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
746,Gymnoscopelus_spp,Myctophiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
747,Pleuragramma_antarcticum,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
748,Notothenia_coriiceps,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
749,Macrourus_holotrachys,Gadiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
750,Harpagiferidae_sp,Perciformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
751,Euphausiidae,Euphausiacea,Crustaceans,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
752,Pleuragramma_antarcticum,Nototheniidae,Fish,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
753,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
754,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Macrourus_holotrachys,Gadiformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
755,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
756,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
757,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
758,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
759,Euphausiidae,Euphausiacea,Crustaceans,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
760,Gonatus_antarcticus,Cephalopoda,Cephalopods,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
761,Pleuragramma_antarcticum,Nototheniidae,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
762,Electrona_spp,Myctophiformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
763,Gymnoscopelus_spp,Myctophiformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
764,Champsocephalus_gunnari,Perciformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
765,Martialia_hyadesi,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
766,Martialia_hyadesi,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
767,Martialia_hyadesi,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
768,Martialia_hyadesi,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
769,Martialia_hyadesi,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
770,Euphausiidae,Euphausiacea,Crustaceans,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
771,Calanoida,Copepoda,Zooplankton,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
772,Copepoda_others,Copepoda,Zooplankton,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
773,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
774,Kondakovia_longimana,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
775,Gonatus_antarcticus,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
776,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
777,Martialia_hyadesi,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
778,Pleuragramma_antarcticum,Nototheniidae,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
779,Electrona_spp,Myctophiformes,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
780,Gymnoscopelus_spp,Myctophiformes,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
781,Euphausiidae,Euphausiacea,Crustaceans,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
782,Electrona_spp,Myctophiformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
783,Pleuragramma_antarcticum,Nototheniidae,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
784,Gymnoscopelus_spp,Myctophiformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
785,Champsocephalus_gunnari,Perciformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
786,Gonatus_antarcticus,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
787,Gonatus_antarcticus,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
788,Gonatus_antarcticus,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
789,Gonatus_antarcticus,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
790,Euphausiidae,Euphausiacea,Crustaceans,Kondakovia_longimana,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
791,Kondakovia_longimana,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
792,Kondakovia_longimana,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
793,Kondakovia_longimana,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
794,Kondakovia_longimana,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
795,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
796,Moroteuthis_ingens,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
797,Kondakovia_longimana,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
798,Gonatus_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
799,Martialia_hyadesi,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
800,Eukrohnia_hamata,Chaetognatha,Zooplankton,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
801,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
802,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
803,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
804,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
805,Euphausiidae,Euphausiacea,Crustaceans,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
806,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
807,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
808,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
809,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
810,Isopoda_others,Isopoda,Isopodos,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
811,Trematomus_scotti,Nototheniidae,Fish,Notothenia_coriiceps,Nototheniidae,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
812,Trematomus_scotti,Nototheniidae,Fish,Macrourus_holotrachys,Gadiformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
813,Trematomus_scotti,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
814,Trematomus_scotti,Nototheniidae,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
815,Themisto_gaudichaudii,Amphipoda,Crustaceans,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
816,Calanoida,Copepoda,Zooplankton,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/IDIV.283-3-756,Inferred from Weddell Sea ecosystem
817,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
818,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
819,Batoteuthis_skolops,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
820,Calanoida,Copepoda,Zooplankton,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
821,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
822,Euphausiidae,Euphausiacea,Crustaceans,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
823,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
824,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
825,Batoteuthis_skolops,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
826,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Batoteuthis_skolops,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
827,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Batoteuthis_skolops,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
828,Batoteuthis_skolops,Cephalopoda,Cephalopods,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Lopez-Lopez_etal_2022,https://doi.org/10.1007/s10021-021-00665-1,Inferred from Scotia Sea ecosystem
