ID,Prey,Prey funtional group,Prey expertise,Predator,Predator funtional group,Predator expertise,Strategy,Source,Reference,Link,Observations
561,Spheniscus_magellanicus,Birds,Sea birds,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
562,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
563,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
564,Electrona_spp,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Inferred from Myctophidae
565,Gymnoscopelus_spp,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Inferred from Myctophidae
566,Krefftichthys_andersoni,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Inferred from Myctophidae
567,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Inferred from Octopoda
568,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
569,Salilota_australis,Gadiformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
570,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
571,Decapoda_others,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
572,Ophidiidae,Ophidiiformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
573,Merluccius_australis,Gadiformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
574,Myxine_spp,Myxiniformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Inferred from Myxine australis
575,Iluocoetes_fimbriatus,Perciformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Inferred from Zoarcidae
576,Illex_argentinus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
577,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
578,Grimothea_gregaria,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
579,Decapoda_others,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
580,Mactridae_spp,Bivalvia, Mollusks,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
581,Salpidae_spp,Thaliacea,Zooplankton,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
582,Sprattus_fuegensis,Clupeiformes,Sardinas,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
583,Grimothea_gregaria,Malacostraca,Crustaceans,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
584,Euphausiidae,Euphausiacea,Crustaceans,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
585,Electrona_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Inferred from Electrona antartica and Electrona carlsbergi
586,Gymnoscopelus_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
587,Krefftichthys_andersoni,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Inferred from Myctophidae
588,Electrona_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Inferred from Electrona antartica and Electrona carlsbergi
589,Lepidonotothen,Nototheniidae,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,
590,Pagetopsis_sp,Perciformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,
591,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
592,Micromesistius_australis,Perciformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
593,Salilota_australis,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,Inferred from Moridae
594,Salilota_australis,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
595,Macrourus_holotrachys,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
596,Coelorinchus_fasciatus,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
597,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
598,Patagonotothen_ramsayi,Perciformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
599,Ophidiidae,Ophidiiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
600,Bathyraja_brachyurops,Rajiformes, Chondrichthyans,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
601,Sprattus_fuegensis,Clupeiformes,Sardinas,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
602,Merluccius_australis,Gadiformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
603,Illex_argentinus,Cephalopoda,Cephalopods,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
604,Grimothea_gregaria,Malacostraca,Crustaceans,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
605,Detritus,Non-living,Non-living,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
606,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
607,Macrourus_holotrachys,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
608,Coelorinchus_fasciatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
609,Necromass,Non-living,Non-living,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Carroñero,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
610,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
611,Themisto_gaudichaudii,Malacostraca,Crustaceans,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
612,Necromass,Non-living,Non-living,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
613,Doryteuthis_gahi,Cephalopoda,Cephalopods,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
614,Macrourus_holotrachys,Gadiformes,Fish,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
615,Euphausiidae,Euphausiacea,Crustaceans,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
616,Phytoplankton,Phytoplankton,Phytoplankton,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Primary_producer,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
617,Polychaeta,Polychaeta,Zooplankton,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Heterotroph,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
618,Detritus,Non-living,Non-living,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Detritus,Marina_etal_inrev.,NA,Inferred from Burdwood Bank ecosystem
619,Detritus,Non-living,Non-living,Campylonotus_vagans,Decapoda,Crustaceans,Filter,Detritus,Lovrich_pers.com.,NA,
620,Polychaeta,Polychaeta,Zooplankton,Campylonotus_vagans,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
621,Detritus,Non-living,Non-living,Cirratulidae,Polychaeta,Zooplankton,Filter,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
622,Foraminifera,Foraminifera,Phytoplankton,Cirratulidae,Polychaeta,Zooplankton,Filter,Primary_producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
623,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Eukrohnia_hamata,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,NA,
624,Detritus,Non-living,Non-living,Pagurus_comptus,Decapoda,Crustaceans,Filter,Detritus,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
625,Necromass,Non-living,Non-living,Pagurus_comptus,Decapoda,Crustaceans,Scavenger,Necromass,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
626,Polychaeta,Polychaeta,Zooplankton,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
627,Cumacea,Cumacea,Crustaceans,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46505264,
628,Liothyrella_uva,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
629,Magellania_venosa,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
630,Terebratella_dorsata,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
631,Amphipoda,Amphipoda,Crustaceans,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
632,Foraminifera,Foraminifera,Phytoplankton,Pseudechinus_magellanicus,Echinoidea,Erizos,Filter,Primary_producer,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
633,Gastropoda_others,Gastropoda,Gastropods,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Odostomia sp
634,Gastropoda_others,Gastropoda,Gastropods,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Turbonilla strebeli
635,Polychaeta,Polychaeta,Zooplankton,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
636,Themisto_gaudichaudii,Amphipoda,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
637,Euphausiidae,Euphausiacea,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,Inferred from Euphausia lucens
638,Doryteuthis_gahi,Cephalopoda,Cephalopods,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
639,Gymnoscopelus_spp,Myctophiformes,Fish,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
640,Calanoida,Copepoda,Zooplankton,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
641,Ostracoda,Crustacea,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
642,Gastropoda_others,Gastropoda,Gastropods,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Mouat_etal_2001,https://doi.org/10.1016/S0165-7836(01)00229-6,
643,Phytoplankton,Phytoplankton,Phytoplankton,Euphausiidae,Euphausiacea,Crustaceans,Hunter,Primary_producer,Hellessey_etal_2018,https://doi.org/10.1093/jcbiol/ruy053,
644,Copepoda_others,Copepoda,Zooplankton,Euphausiidae,Euphausiacea,Crustaceans,Hunter,Heterotroph,Hellessey_etal_2018,https://doi.org/10.1093/jcbiol/ruy053,
645,Euphausiidae,Euphausiacea,Crustaceans,Doryteuthis_gahi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
646,Zooplankton,Zooplankton,Zooplankton,Doryteuthis_gahi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
647,Doryteuthis_gahi,Cephalopoda,Cephalopods,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
648,Doryteuthis_gahi,Cephalopoda,Cephalopods,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
649,Themisto_gaudichaudii,Amphipoda,Crustaceans,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Electrona antartica and Electrona carlsbergi
650,Calanoida,Copepoda,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Electrona antartica and Electrona carlsbergi
651,Copepoda_others,Copepoda,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Electrona antartica and Electrona carlsbergi
652,Euphausiidae,Euphausiacea,Crustaceans,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Electrona antartica and Electrona carlsbergi
653,Salpidae_spp,Thaliacea,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Electrona antartica and Electrona carlsbergi
654,Themisto_gaudichaudii,Amphipoda,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
655,Calanoida,Copepoda,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
656,Copepoda_others,Copepoda,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
657,Decapoda_others,Decapoda,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
658,Euphausiidae,Euphausiacea,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
659,Ostracoda,Crustacea,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
660,Salpidae_spp,Thaliacea,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Gymnoscopelus nicholsi and Gymnoscopelus hintonoides
661,Themisto_gaudichaudii,Amphipoda,Crustaceans,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
662,Calanoida,Copepoda,Zooplankton,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
663,Copepoda_others,Copepoda,Zooplankton,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Inferred from Metridia sp
664,Euphausiidae,Euphausiacea,Crustaceans,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph,Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
665,Decapoda_others,Decapoda,Crustaceans,Merluccius_australis,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Dunn_etal_2010,https://doi.org/10.1371/journal.pone.0013647,
666,Euphausiidae,Euphausiacea,Crustaceans,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022,https://doi.org/10.1007/s00300-022-03063-y,
667,Grimothea_gregaria,Malacostraca,Crustaceans,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022,https://doi.org/10.1007/s00300-022-03063-y,
668,Sprattus_fuegensis,Clupeiformes,Sardinas,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022,https://doi.org/10.1007/s00300-022-03063-y,
669,Detritus,Non-living,Non-living,Liothyrella_uva,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
670,Detritus,Non-living,Non-living,Magellania_venosa,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
671,Detritus,Non-living,Non-living,Terebratella_dorsata,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
672,Phytoplankton,Phytoplankton,Phytoplankton,Salpidae_spp,Thaliacea,Zooplankton,Filter,Primary_producer,,,
673,Phytoplankton,Phytoplankton,Phytoplankton,Polychaeta,Polychaeta,Zooplankton,Filter,Primary_producer,,,
674,Zooplankton,Zooplankton,Zooplankton,Polychaeta,Polychaeta,Zooplankton,Filter,Heterotroph,,,
675,Polychaeta,Polychaeta,Zooplankton,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Inferred from Odontesthes smitti
676,Isopoda_others,Isopoda,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Inferred from Odontesthes smitti
677,Decapoda_others,Malacostraca,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Inferred from Odontesthes smitti
678,Amphipoda,Amphipoda,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2015,https://doi.org/10.1016/j.ecss.2015.03.019,Inferred from Odontesthes nigricans
679,Euphausiidae,Euphausiacea,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2016,https://doi.org/10.1016/j.ecss.2015.03.019,Inferred from Odontesthes nigricans
680,Polychaeta,Polychaeta,Zooplankton,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2017,https://doi.org/10.1016/j.ecss.2015.03.019,Inferred from Odontesthes nigricans
681,Phytoplankton,Phytoplankton,Phytoplankton,Zooplankton,Zooplankton,Zooplankton,Hunter,Primary_producer,,,
682,Phytoplankton,Phytoplankton,Phytoplankton,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Hunter,Primary_producer,,,
683,Zooplankton,Zooplankton,Zooplankton,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Hunter,Heterotroph,,,
684,Detritus,Non-living,Non-living,Ostracoda,Crustacea,Crustaceans,Filter,Detritus,,,
685,Phytoplankton,Phytoplankton,Phytoplankton,Ostracoda,Crustacea,Crustaceans,Filter,Primary_producer,,,
686,Phytoplankton,Phytoplankton,Phytoplankton,Mactridae_spp,Bivalvia, Mollusks,Filter,Primary_producer,,,
687,Phytoplankton,Phytoplankton,Phytoplankton,Calanoida,Copepoda,Zooplankton,Filter,Primary_producer,,,
688,Euphausiidae,Euphausiacea,Crustaceans,Nototheniops_larseni ,Nototheniidae,Fish,Hunter,Heterotroph,Kock_1985,,Inferred from Nototheniops larseni 
689,Calanoida,Copepoda,Zooplankton,Pleuragramma_antarcticum,Nototheniidae,Fish,Hunter,Heterotroph,Kellermann_1987,https://doi.org/10.1007/BF00443949,
690,Euphausiidae,Euphausiacea,Crustaceans,Pleuragramma_antarcticum,Nototheniidae,Fish,Hunter,Heterotroph,Kellermann_1987,https://doi.org/10.1007/BF00443949,
691,Themisto_gaudichaudii,Amphipoda,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
692,Decapoda_others,Decapoda,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
693,Euphausiidae,Euphausiacea,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
694,Electrona_spp,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
695,Gymnoscopelus_spp,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
696,Krefftichthys_andersoni,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
697,Necromass,Non-living,Non-living,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,FishBase,https://www.fishbase.de/summary/Myxine-glutinosa.ht,
698,Detritus,Non-living,Non-living,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
699,Pagurus_comptus,Decapoda,Crustaceans,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
700,Myxine_spp,Myxiniformes,Fish_Demersal,Bathyraja_brachyurops,Rajiformes, Chondrichthyans,Hunter,Heterotroph,Brickle_etal_2003; Bellegia_etal_2019,https://doi.org/10.1017/S0025315403008373h; https:,
701,Myxine_spp,Myxiniformes,Fish_Demersal,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,Brickle_etal_2009,https://doi.org/10.1016/j.ecss.2009.06.007,
