ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Referencia,Enlace
340,Champsocephalus_gunnari,Perciformes ,Mesoplodon_layardii,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
341,Chionodraco_rastrospinosus,Perciformes ,Mesoplodon_layardii,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
342,Lepidonotothen_kempi,Perciformes ,Mesoplodon_layardii,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
343,Nototheniops_larseni,Perciformes ,Mesoplodon_layardii,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
344,Pseudochaenichthys_georgianus,Perciformes ,Mesoplodon_layardii,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
345,Loligo_gahi,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
346,Ilex_argentinus,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
347,Macruronus_magellanicus,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
348,Merluccius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
349,Champsocephalus_aceratus,Perciformes,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
350,Galiteuthis_glacialis,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
351,Euphausia_lucens,Malacostraca,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
352,Euphausia_superba,Malacostraca,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
353,Taonius*,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
354,Histioteuthis_atlantica,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
355,Histioteuthis_macrohista,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
356,Gonatus_antarcticus,Cephalopoda,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
357,Kondakovia_longimana,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
358,Batoteuthis_skolops,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
359,Galiteuthis_glacialis,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
360,Dissostichus_eleginoides,Perciformes,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
361,Micromesistius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
362,Macruronus_magellanicus,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
363,Merluccius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
364,Gobionotothen_gibberifrons,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
365,Chaenocephalus_aceratus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
366,Champsocephalus_gunnari,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
367,Chionodraco_rastrospinosus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
368,Lepidonotothen_kempi,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
369,Nototheniops_larseni,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
370,Pseudochaenichthys_georgianus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",https://doi.org/10.3354/meps12296
371,Loligo_gahi,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
372,Ilex_argentinus,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
373,Macruronus_magellanicus,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
374,Merluccius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
375,Champsocephalus_aceratus,Perciformes,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
376,Galiteuthis_glacialis,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
377,Euphausia_lucens,Malacostraca,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
378,Euphausia_superba,Malacostraca,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
379,Taonius*,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
380,Histioteuthis_atlantica,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
381,Histioteuthis_macrohista,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
382,Gonatus_antarcticus,Cephalopoda,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
383,Kondakovia_longimana,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
384,Batoteuthis_skolops,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
385,Galiteuthis_glacialis,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
386,Dissostichus_eleginoides,Perciformes,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
387,Micromesistius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
388,Macruronus_magellanicus,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
389,Merluccius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
390,Gobionotothen_gibberifrons,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
391,Chaenocephalus_aceratus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
392,Champsocephalus_gunnari,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
393,Chionodraco_rastrospinosus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
394,Lepidonotothen_kempi,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
395,Nototheniops_larseni,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
396,Pseudochaenichthys_georgianus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
397,Loligo_gahi,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
398,Ilex_argentinus,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
399,Macruronus_magellanicus,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
400,Merluccius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
401,Champsocephalus_aceratus,Perciformes,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
402,Galiteuthis_glacialis,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
403,Euphausia_lucens,Malacostraca,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
404,Euphausia_superba,Malacostraca,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
405,Taonius*,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
406,Histioteuthis_atlantica,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
407,Histioteuthis_macrohista,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
408,Gonatus_antarcticus,Cephalopoda,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
409,Kondakovia_longimana,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
410,Batoteuthis_skolops,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
411,Galiteuthis_glacialis,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
412,Dissostichus_eleginoides,Perciformes,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
413,Micromesistius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
414,Macruronus_magellanicus,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
