ID,Prey,Prey funtional group,Prey expertise,Predator,Predator funtional group,Predator expertise,Strategy,Source,Reference,Link,Observations
522,Neocalanoida_tonsus,Copepoda,Zooplankton,Balaenoptera_borealis,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
523,RhinCalanoida_gigas,Copepoda,Zooplankton,Balaenoptera_borealis,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
524,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
525,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
526,CtenoCalanoida_vanus,Copepoda,Zooplankton,Balaenoptera_physalus,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
527,Drepanopus_forcipatus,Copepoda,Zooplankton,Balaenoptera_physalus,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
528,RhinCalanoida_gigas,Copepoda,Zooplankton,Balaenoptera_physalus,Cetacea,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
529,CtenoCalanoida_vanus,Copepoda,Zooplankton,Eubalaena_australis,Cetartiodactyla,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
530,Drepanopus_forcipatus,Copepoda,Zooplankton,Eubalaena_australis,Cetartiodactyla,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
531,Neocalanoida_tonsus,Copepoda,Zooplankton,Eubalaena_australis,Cetartiodactyla,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
532,RhinCalanoida_gigas,Copepoda,Zooplankton,Eubalaena_australis,Cetartiodactyla,Sea mammals,Filter,Heterotroph,Marina_etal_enprep.,NA,
533,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
534,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
535,Grimothea_gregaria,Malacostraca,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
536,Patagonotothen_guntheri,Perciformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
537,Patagonotothen_ramsayi,Perciformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
538,Sprattus_fuegensis,Clupeiformes,Sardinas,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
539,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
540,Grimothea_gregaria,Malacostraca,Crustaceans,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
541,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
542,Macrourus_carinatus,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
543,Macrourus_holotrachys,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
544,Salilota_australis,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,Infered from Moridae
545,Patagonotothen_guntheri,Perciformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
546,Patagonotothen_ramsayi,Perciformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
547,Coelorinchus_fasciatus,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
548,Salilota_australis,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
549,Micromesistius_australis,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
550,Sprattus_fuegensis,Clupeiformes,Sardinas,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Marina_etal_enprep.,NA,
551,Electrona_spp,Myctophiformes,Fish,Thalassarche_melanophris,Birds,Sea birds,Hunter,Heterotroph,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,Infered from Electrona_antartica and Electrona_carlsbergi
552,Electrona_spp,Myctophiformes,Fish,Thalassarche_melanophris,Birds,Sea birds,Hunter,Heterotroph,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,Infered from Electrona_antartica and Electrona_carlsbergi
553,Micromesistius_australis,Gadiformes,Fish,Thalassarche_melanophris,Birds,Sea birds,Hunter,Heterotroph,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
554,Doryteuthis_gahi,Cephalopoda,Cephalopods,Globicephala_melas,Delphinidae,Sea mammals,Hunter,Heterotroph,Clarke_etal_1994,10.1017/S0954102094000234,
555,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Globicephala_melas,Delphinidae,Sea mammals,Hunter,Heterotroph,Clarke_etal_1994,10.1017/S0954102094000234,Infered from Octopoda_sp
556,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Ziphiidae,Ziphiidae,Sea mammals,Hunter,Heterotroph,Clarke_etal_1994,10.1017/S0954102094000234,
557,Moroteuthis_ingens,Cephalopoda,Cephalopods,Globicephala_melas,Delphinidae,Sea mammals,Hunter,Heterotroph,Mansilla_etal_2012,10.1007/s00300-012-1222-3,
558,Copepoda_others,Copepoda,Zooplankton,Caperea_marginata,Neobalaenidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
559,Merluccius_hubbsi,Gadiformes,Fish,Dissostichus_eleginoides,Nototheniidae,Fish,Hunter,Heterotroph,pers.com._Claudia_Boy,NA,
560,Decapoda_others,Decapoda,Crustaceans,Ziphiidae,Ziphiidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
561,Otaria_flBirdscens,Carnivora,Sea mammals,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Infered from Otariidae
562,Spheniscus_magellanicus,Birds,Sea birds,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
563,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
564,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,
565,Electrona_spp,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Infered from Myctophidae
566,Gymnoscopelus_spp,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Infered from Myctophidae
567,Krefftichthys_andersoni,Myctophiformes,Fish,Lissodelphis_peroniia,Delphinidae,Sea mammals,Hunter,Heterotroph,Goodall_etal_1985,10.1007/978-3-642-82275-9_77,Infered from Myctophidae
568,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Infered from Octopoda_sp
569,Doryteuthis_gahi,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
570,Salilota_australis,Gadiformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
571,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
572,Decapoda_others,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
573,Ophidiidae,Ophidiiformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
574,Merluccius_australis,Gadiformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
575,Myxine_spp,Myxiniformes,Fish_Demersal,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Infered from Myxine_australis
576,Iluocoetes_fimbriatus,Perciformes,Fish,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Infered from Zoarcidae
577,Illex_argentinus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
578,Enteroctopus_megalocyathus,Cephalopoda,Cephalopods,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
579,Grimothea_gregaria,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,Infered from Grimothea
580,Decapoda_others,Decapoda,Crustaceans,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
581,Mactridae_spp,Bivalvia, Mollusks,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
582,Salpidae_spp,Thaliacea,Zooplankton,Lagenorhynchus_australis,Delphinidae,Sea mammals,Hunter,Heterotroph,Schiavini_etal_1997,https://oceanrep.geomar.de/id/eprint/53025,
583,Sprattus_fuegensis,Clupeiformes,Sardinas,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
584,Grimothea_gregaria,Malacostraca,Crustaceans,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
585,Euphausiidae,Euphausiacea,Crustaceans,Megaptera_novaeangliae,Balaenopteridae,Sea mammals,Filter,Heterotroph,Haro_etal_2016,https://repositorio.uchile.cl/handle/2250/141272,
586,Electrona_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Infered from Electrona_antartica and Electrona_carlsbergi
587,Gymnoscopelus_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
588,Krefftichthys_andersoni,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Infered from Myctophidae
589,Electrona_spp,Myctophiformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,Infered from Electrona_antartica and Electrona_carlsbergi
590,Lepidonotothen,Nototheniidae,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,
591,Pagetopsis_sp,Perciformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Daneri_etal_2002,https://link.springer.com/article/10.1007/s00300-002-0408-5,
592,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
593,Micromesistius_australis,Perciformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
594,Salilota_australis,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,Infered from Moridae
595,Salilota_australis,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
596,Macrourus_holotrachys,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
597,Coelorinchus_fasciatus,Gadiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
598,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
599,Patagonotothen_ramsayi,Perciformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
600,Ophidiidae,Ophidiiformes,Fish,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
601,Bathyraja_brachyurops,Rajiformes, Chondrichthyans,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
602,Sprattus_fuegensis,Clupeiformes,Sardinas,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
603,Merluccius_australis,Gadiformes,Fish_Demersal,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
604,Illex_argentinus,Cephalopoda,Cephalopods,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
605,Grimothea_gregaria,Malacostraca,Crustaceans,Lamna_nasus,Lamniformes, Chondrichthyans,Hunter,Heterotroph,Belleggia_etal_2021,https://ri.conicet.gov.ar/handle/11336/167927,
606,Detritus,Non-living,Non-living,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Heterotroph,Marina_etal_enprep.,NA,
607,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
608,Macrourus_holotrachys,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
609,Coelorinchus_fasciatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
610,Necromass,Non-living,Non-living,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Carro̱ero,Marina_etal_enprep.,NA,
611,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
612,Themisto_gaudichaudii,Malacostraca,Crustaceans,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
613,Necromass,Non-living,Non-living,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
614,Doryteuthis_gahi,Cephalopoda,Cephalopods,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
615,Macrourus_holotrachys,Gadiformes,Fish,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
616,Euphausiidae,Euphausiacea,Crustaceans,Diomedea_exulans,Birds,Sea birds,Hunter,Heterotroph,Marina_etal_enprep.,NA,
617,Phytoplankton,Phytoplankton,Phytoplankton,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Primary_producer,Marina_etal_enprep.,NA,
618,Polychaeta,Polychaeta,Zooplankton,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Heterotroph,Marina_etal_enprep.,NA,
619,Detritus,Non-living,Non-living,Grimothea_gregaria,Malacostraca,Crustaceans,Hunter,Detritus,Marina_etal_enprep.,NA,
621,Detritus,Non-living,Non-living,Campylonotus_vagans,Decapoda,Crustaceans,Filter,Detritus,Lovrich_pers.com.,NA,
622,Polychaeta,Polychaeta,Zooplankton,Campylonotus_vagans,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
623,Detritus,Non-living,Non-living,Cirratulidae,Polychaeta,Zooplankton,Filter,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
624,Foraminifera,Foraminifera,Phytoplankton,Cirratulidae,Polychaeta,Zooplankton,Filter,Primary_producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
625,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Eukrohnia_hamata,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,NA,
626,Detritus,Non-living,Non-living,Pagurus_comptus,Decapoda,Crustaceans,Filter,Detritus,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
627,Necromass,Non-living,Non-living,Pagurus_comptus,Decapoda,Crustaceans,Scavenger,Necromass,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
628,Polychaeta,Polychaeta,Zooplankton,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Kamsay_etal_1996,https://doi.org/10.3354/meps144063,
629,Cumacea,Cumacea,Crustaceans,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46505264,
630,Liothyrella_uva,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
631,Magellania_venosa,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
632,Terebratella_dorsata,Brachiopoda,Brachiopods,Pagurus_comptus,Decapoda,Crustaceans,Hunter,Heterotroph,Lovrich_pers.com.,NA,
633,Amphipoda,Amphipoda,Crustaceans,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
634,Foraminifera,Foraminifera,Phytoplankton,Pseudechinus_magellanicus,Echinoidea,Erizos,Filter,Primary_producer,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
635,Gastropoda_others,Gastropoda,Gastropods,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Infered from Odostomia_sp
636,Gastropoda_others,Gastropoda,Gastropods,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Infered from Turbonilla_strebeli
637,Polychaeta,Polychaeta,Zooplankton,Pseudechinus_magellanicus,Echinoidea,Erizos,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
638,Themisto_gaudichaudii,Amphipoda,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
639,Euphausiidae,Euphausiacea,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,Infered from Euphausia_lucens
640,Doryteuthis_gahi,Cephalopoda,Cephalopods,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
641,Gymnoscopelus_spp,Myctophiformes,Fish,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
642,Calanoida,Copepoda,Zooplankton,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
643,Ostracoda,Crustacea,Crustaceans,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Ivanovic_etal_1994,https://doi.org/10.1017/S0954102094000295,
644,Gastropoda_others,Gastropoda,Gastropods,Illex_argentinus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Mouat_etal_2001,https://doi.org/10.1016/S0165-7836(01)00229-6,
645,Phytoplankton,Phytoplankton,Phytoplankton,Euphausiidae,Euphausiacea,Crustaceans,Hunter,Primary_producer,Hellessey_etal_2018,https://doi.org/10.1093/jcbiol/ruy053,
646,Copepoda_others,Copepoda,Zooplankton,Euphausiidae,Euphausiacea,Crustaceans,Hunter,Heterotroph,Hellessey_etal_2018,https://doi.org/10.1093/jcbiol/ruy053,
647,Euphausiidae,Euphausiacea,Crustaceans,Doryteuthis_gahi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
648,Zooplankton,Zooplankton,Zooplankton,Doryteuthis_gahi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
649,Doryteuthis_gahi,Cephalopoda,Cephalopods,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
650,Doryteuthis_gahi,Cephalopoda,Cephalopods,Merluccius_hubbsi,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Brunetti_etal_1999,http://hdl.handle.net/1834/2336,
651,Themisto_gaudichaudii,Amphipoda,Crustaceans,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Electrona_antartica and Electrona_carlsbergi
652,Calanoida,Copepoda,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Electrona_antartica and Electrona_carlsbergi
653,Copepoda_others,Copepoda,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Electrona_antartica and Electrona_carlsbergi
654,Euphausiidae,Euphausiacea,Crustaceans,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Electrona_antartica and Electrona_carlsbergi
655,Salpidae_spp,Thaliacea,Zooplankton,Electrona_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Electrona_antartica and Electrona_carlsbergi
656,Themisto_gaudichaudii,Amphipoda,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
657,Calanoida,Copepoda,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
658,Copepoda_others,Copepoda,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
659,Decapoda_others,Decapoda,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
660,Euphausiidae,Euphausiacea,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
661,Ostracoda,Crustacea,Crustaceans,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
662,Salpidae_spp,Thaliacea,Zooplankton,Gymnoscopelus_spp,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Gymnoscopelus_nicholsi and Gymnoscopelus_hintonoides
663,Themisto_gaudichaudii,Amphipoda,Crustaceans,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
664,Calanoida,Copepoda,Zooplankton,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
665,Copepoda_others,Copepoda,Zooplankton,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,Infered from Metridia_spp
666,Euphausiidae,Euphausiacea,Crustaceans,Krefftichthys_andersoni,Myctophiformes,Fish,Hunter,Heterotroph, Shreeve_etal_2009,https://www.int-res.com/articles/meps2009/386/m386p221.pdf,
667,Decapoda_others,Decapoda,Crustaceans,Merluccius_australis,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Dunn_etal_2010,https://doi.org/10.1371/journal.pone.0013647,
