"resource","consumer" 
"Dactyliosolen","Salpa thompsoni"
"Dactyliosolen","Scaphocalanus australis"
"Dactyliosolen","Scolecithricella minor"
"Dactyliosolen","Thysanoessa vicina"
"Dactyliosolen","Tomopteris planktonis"
"Dactyliosolen","Tomopteris septentrionalis"
"Dactyliosolen","Triconia antarctica"
"Dactyliosolen","Vanadis"
"Dactyliosolen","Vibilia antarctica"
"Desmonema glaciale","Gigantocypris muelleri"
"Desmonema glaciale","Stygiomedusa gigantea"
"Detritus","Alacia hettacra"
"Detritus","Antarctomysis maxima"
"Detritus","Austrinoecia isocheira"
"Detritus","Boroecia antipoda"
"Detritus","Cyphocaris faurei"
"Detritus","Cyphocaris richardi"
"Detritus","Eusiroides stenopleura"
"Detritus","Eusirus perdentatus"
"Detritus","Lucicutia"
"Detritus","Metaconchoecia skogsbergi"
"Detritus","Microsetella norvegica"
"Detritus","Oncaea prolata"
"Detritus","Parandania boecki"
"Detritus","Podocopida"
"Detritus","Primno macropa"
"Detritus","Pseudoamallothrix cenotelis"
"Detritus","Scaphocalanus australis"
"Detritus","Scaphocalanus farrani"
"Detritus","Stygiomedusa gigantea"
"Dictyochophyceae","Appendicularia"
"Dictyochophyceae","Calanoides acutus"
"Dictyochophyceae","Calanus propinquus"
"Dictyochophyceae","Euphausia frigida"
"Dictyochophyceae","Euphausia superba"
"Dictyochophyceae","Eusiroides stenopleura"
"Dictyochophyceae","Gaetanus tenuispinus"
"Dictyochophyceae","Hyperiella antarctica"
"Dictyochophyceae","Hyperiella dilatata"
"Dictyochophyceae","Lucicutia"
"Dictyochophyceae","Metridia gerlachei"
"Dictyochophyceae","Metridia lucens"
"Dictyochophyceae","Oithona frigida"
"Dictyochophyceae","Oithona similis"
"Dictyochophyceae","Pleuromamma abdominalis"
"Dictyochophyceae","Pleuromamma antarctica"
"Dictyochophyceae","Racovitzanus antarcticus"
"Dictyochophyceae","Rhincalanus gigas"
"Dictyochophyceae","Rhynchonereella bongraini"
"Dictyochophyceae","Scaphocalanus australis"
"Dictyochophyceae","Tomopteris planktonis"
"Dimophyes arctica","Acanthephyra pelagica"
"Dimophyes arctica","Atolla wyvillei"
"Dimophyes arctica","Boroecia antipoda"
"Dimophyes arctica","Borostomias antarcticus"
"Dimophyes arctica","Calanus propinquus"
"Dimophyes arctica","Cyclothone"
"Dimophyes arctica","Cyllopus lucasii"
"Dimophyes arctica","Cyllopus magellanicus"
"Dimophyes arctica","Cyphocaris faurei"
"Dimophyes arctica","Cyphocaris richardi"
"Dimophyes arctica","Electrona antarctica"
"Dimophyes arctica","Euchirella rostromagna"
"Dimophyes arctica","Eurythenes obesus"
"Dimophyes arctica","Gigantocypris muelleri"
"Dimophyes arctica","Gymnoscopelus braueri"
"Dimophyes arctica","Hyperia macrocephala"
"Dimophyes arctica","Lucicutia"
"Dimophyes arctica","Metridia gerlachei"
"Dimophyes arctica","Parandania boecki"
"Dimophyes arctica","Paraphyllina ransoni"
"Dimophyes arctica","Pasiphaea scotiae"
"Dimophyes arctica","Periphylla periphylla"
"Dimophyes arctica","Pleuromamma abdominalis"
"Dimophyes arctica","Pleuromamma antarctica"
"Dimophyes arctica","Pleuromamma robusta"
"Dimophyes arctica","Scaphocalanus farrani"
"Dimophyes arctica","Scina"
"Dimophyes arctica","Stygiomedusa gigantea"
"Dinophysis","Appendicularia"
"Dinophysis","Calanoides acutus"
"Dinophysis","Calanus propinquus"
"Dinophysis","Clio piatkowskii"
"Dinophysis","Clio pyramidata"
"Dinophysis","Cyphocaris faurei"
"Dinophysis","Cyphocaris richardi"
"Dinophysis","Euphausia frigida"
"Dinophysis","Euphausia superba"
"Dinophysis","Eusiroides stenopleura"
"Dinophysis","Gaetanus tenuispinus"
"Dinophysis","Metridia gerlachei"
"Dinophysis","Metridia lucens"
"Dinophysis","Microcalanus pygmaeus"
"Dinophysis","Microsetella norvegica"
"Dinophysis","Oithona frigida"
"Dinophysis","Oithona similis"
"Dinophysis","Pleuromamma abdominalis"
"Dinophysis","Pleuromamma antarctica"
"Dinophysis","Racovitzanus antarcticus"
"Dinophysis","Rhincalanus gigas"
"Dinophysis","Salpa thompsoni"
"Dinophysis","Scaphocalanus australis"
"Dinophysis","Scolecithricella minor"
"Dinophysis","Thysanoessa vicina"
"Dinophysis","Vanadis"
"Dinophysis","Vibilia antarctica"
"Diphyes antarctica","Acanthephyra pelagica"
"Diphyes antarctica","Atolla wyvillei"
"Diphyes antarctica","Boroecia antipoda"
"Diphyes antarctica","Borostomias antarcticus"
"Diphyes antarctica","Calanus propinquus"
"Diphyes antarctica","Cyclothone"
"Diphyes antarctica","Cyllopus lucasii"
"Diphyes antarctica","Cyllopus magellanicus"
"Diphyes antarctica","Cyphocaris faurei"
"Diphyes antarctica","Cyphocaris richardi"
"Diphyes antarctica","Electrona antarctica"
"Diphyes antarctica","Euchirella rostromagna"
"Diphyes antarctica","Eurythenes obesus"
"Diphyes antarctica","Gigantocypris muelleri"
"Diphyes antarctica","Gymnoscopelus braueri"
"Diphyes antarctica","Hyperia macrocephala"
"Diphyes antarctica","Lucicutia"
"Diphyes antarctica","Metridia gerlachei"
"Diphyes antarctica","Parandania boecki"
"Diphyes antarctica","Paraphyllina ransoni"
"Diphyes antarctica","Pasiphaea scotiae"
"Diphyes antarctica","Periphylla periphylla"
"Diphyes antarctica","Pleuromamma abdominalis"
"Diphyes antarctica","Pleuromamma antarctica"
"Diphyes antarctica","Pleuromamma robusta"
"Diphyes antarctica","Scaphocalanus farrani"
"Diphyes antarctica","Scina"
"Diphyes antarctica","Stygiomedusa gigantea"
"Dissostichus eleginoides","Calycopsis borchgrevinki"
"Dissostichus eleginoides","Desmonema glaciale"
"Dissostichus eleginoides","Dimophyes arctica"
"Dissostichus eleginoides","Filippovia knipovitchi"
"Dissostichus eleginoides","Gigantocypris muelleri"
"Dissostichus eleginoides","Gonatus antarcticus"
"Dissostichus eleginoides","Kondakovia longimana"
"Dissostichus eleginoides","Mastigoteuthis"
"Dissostichus eleginoides","Megalocranchia"
"Dissostichus eleginoides","Muggiaea bargmannae"
"Dissostichus eleginoides","Pandea rubra"
"Dissostichus eleginoides","Pleuragramma antarcticum"
"Dissostichus eleginoides","Psychroteuthis glacialis"
"Dissostichus eleginoides","Zanclonia weldoni"
"Electrona antarctica","Alluroteuthis antarcticus"
"Electrona antarctica","Arctozenus risso"
"Electrona antarctica","Bathyteuthis abyssicola"
"Electrona antarctica","Batoteuthis skolops"
"Electrona antarctica","Benthalbella elongata"
"Electrona antarctica","Benthalbella macropinna"
"Electrona antarctica","Borostomias antarcticus"
"Electrona antarctica","Calycopsis borchgrevinki"
"Electrona antarctica","Cyclothone"
"Electrona antarctica","Desmonema glaciale"
"Electrona antarctica","Dimophyes arctica"
"Electrona antarctica","Diphyes antarctica"
"Electrona antarctica","Electrona antarctica"
"Electrona antarctica","Eudoxoides spiralis"
"Electrona antarctica","Filippovia knipovitchi"
"Electrona antarctica","Galiteuthis glacialis"
"Electrona antarctica","Gigantocypris muelleri"
"Electrona antarctica","Gilia reticulata"
"Electrona antarctica","Gonatus antarcticus"
"Electrona antarctica","Gymnoscopelus bolini"
"Electrona antarctica","Gymnoscopelus braueri"
"Electrona antarctica","Histioteuthis eltaninae"
"Electrona antarctica","Kondakovia longimana"
"Electrona antarctica","Krefftichthys anderssoni"
"Electrona antarctica","Mastigoteuthis"
"Electrona antarctica","Megalocranchia"
"Electrona antarctica","Mesonychoteuthis hamiltoni"
"Electrona antarctica","Muggiaea bargmannae"
"Electrona antarctica","Pandea rubra"
"Electrona antarctica","Paradiplospinus gracilis"
"Electrona antarctica","Parandania boecki"
"Electrona antarctica","Pleuragramma antarcticum"
"Electrona antarctica","Pleurobrachia"
"Electrona antarctica","Psychroteuthis glacialis"
"Electrona antarctica","Slosarczykovia circumantarctica"
"Electrona antarctica","Stomias gracilis"
"Electrona antarctica","Zanclonia weldoni"
"Eucampia","Acantharea"
"Eucampia","Antarctomysis maxima"
"Eucampia","Appendicularia"
"Eucampia","Calanoides acutus"
"Eucampia","Calanus propinquus"
"Eucampia","Candacia"
"Eucampia","Clio piatkowskii"
"Eucampia","Clio pyramidata"
"Eucampia","Corycaeus"
"Eucampia","Cyphocaris faurei"
"Eucampia","Cyphocaris richardi"
"Eucampia","Euphausia frigida"
"Eucampia","Euphausia superba"
"Eucampia","Eusiroides stenopleura"
"Eucampia","Foraminifera"
"Eucampia","Gaetanus tenuispinus"
"Eucampia","Hyperia macrocephala"
"Eucampia","Hyperiella antarctica"
"Eucampia","Hyperiella dilatata"
"Eucampia","Limacina helicina"
"Eucampia","Limacina retroversa"
"Eucampia","Lucicutia"
"Eucampia","Metridia gerlachei"
"Eucampia","Metridia lucens"
"Eucampia","Microcalanus pygmaeus"
"Eucampia","Microsetella norvegica"
"Eucampia","Nematocarcinus lanceopes"
"Eucampia","Oithona frigida"
"Eucampia","Oithona similis"
"Eucampia","Oncaea curvata"
"Eucampia","Pasiphaea scotiae"
"Eucampia","Pelagobia longicirrata"
"Eucampia","Pleuromamma abdominalis"
"Eucampia","Pleuromamma antarctica"
"Eucampia","Podocopida"
"Eucampia","Primno macropa"
"Eucampia","Pyrostephos vanhoeffeni"
"Eucampia","Racovitzanus antarcticus"
"Eucampia","Rhincalanus gigas"
"Eucampia","Rhynchonereella bongraini"
"Eucampia","Salpa thompsoni"
"Eucampia","Scaphocalanus australis"
"Eucampia","Scolecithricella minor"
"Eucampia","Thysanoessa vicina"
"Eucampia","Tomopteris planktonis"
"Eucampia","Tomopteris septentrionalis"
"Eucampia","Triconia antarctica"
"Eucampia","Vanadis"
"Eucampia","Vibilia antarctica"
"Euchirella rostromagna","Alacia hettacra"
"Euchirella rostromagna","Atolla wyvillei"
"Euchirella rostromagna","Austrinoecia isocheira"
"Euchirella rostromagna","Bathyteuthis abyssicola"
"Euchirella rostromagna","Batoteuthis skolops"
"Euchirella rostromagna","Beroe"
"Euchirella rostromagna","Borostomias antarcticus"
"Euchirella rostromagna","Brachioteuthis picta"
"Euchirella rostromagna","Callianira"
"Euchirella rostromagna","Calycopsis borchgrevinki"
"Euchirella rostromagna","Candacia"
"Euchirella rostromagna","Corycaeus"
"Euchirella rostromagna","Crossota brunnea"
"Euchirella rostromagna","Cyclothone"
"Euchirella rostromagna","Cyphocaris faurei"
"Euchirella rostromagna","Cyphocaris richardi"
"Euchirella rostromagna","Dimophyes arctica"
"Euchirella rostromagna","Diphyes antarctica"
"Euchirella rostromagna","Electrona antarctica"
"Euchirella rostromagna","Euchirella rostromagna"
"Euchirella rostromagna","Eudoxoides spiralis"
"Euchirella rostromagna","Eukrohnia hamata"
"Euchirella rostromagna","Euphausia frigida"
"Euchirella rostromagna","Euphausia superba"
"Euchirella rostromagna","Euphausia triacantha"
"Euchirella rostromagna","Gaetanus tenuispinus"
"Euchirella rostromagna","Galiteuthis glacialis"
"Euchirella rostromagna","Gigantocypris muelleri"
"Euchirella rostromagna","Gilia reticulata"
"Euchirella rostromagna","Gonatus antarcticus"
"Euchirella rostromagna","Gymnoscopelus bolini"
"Euchirella rostromagna","Gymnoscopelus braueri"
"Euchirella rostromagna","Gymnoscopelus nicholsi"
"Euchirella rostromagna","Halicreas minimum"
"Euchirella rostromagna","Heterorhabdus austrinus"
"Euchirella rostromagna","Hippopodiidae"
"Euchirella rostromagna","Krefftichthys anderssoni"
"Euchirella rostromagna","Marrus antarcticus"
"Euchirella rostromagna","Mastigoteuthis"
"Euchirella rostromagna","Megalocranchia"
"Euchirella rostromagna","Muggiaea bargmannae"
"Euchirella rostromagna","Nannobrachium achirus"
"Euchirella rostromagna","Neognathophausia gigas"
"Euchirella rostromagna","Notolepis coatsi"
"Euchirella rostromagna","Pandea rubra"
"Euchirella rostromagna","Pantachogon haeckeli"
"Euchirella rostromagna","Paraeuchaeta antarctica"
"Euchirella rostromagna","Paraeuchaeta barbata"
"Euchirella rostromagna","Paraeuchaeta biloba"
"Euchirella rostromagna","Paraeuchaeta rasa"
"Euchirella rostromagna","Paraphyllina ransoni"
"Euchirella rostromagna","Phronima sedentaria"
"Euchirella rostromagna","Pleuragramma antarcticum"
"Euchirella rostromagna","Pleurobrachia"
"Euchirella rostromagna","Pleuromamma abdominalis"
"Euchirella rostromagna","Pleuromamma antarctica"
"Euchirella rostromagna","Pleuromamma robusta"
"Euchirella rostromagna","Primno macropa"
"Euchirella rostromagna","Protomyctophum bolini"
"Euchirella rostromagna","Protomyctophum choriodon"
"Euchirella rostromagna","Rosacea plicata"
"Euchirella rostromagna","Sagitta gazellae"
"Euchirella rostromagna","Sagitta marri"
"Euchirella rostromagna","Salpa thompsoni"
"Euchirella rostromagna","Scaphocalanus australis"
"Euchirella rostromagna","Scaphocalanus farrani"
"Euchirella rostromagna","Slosarczykovia circumantarctica"
"Euchirella rostromagna","Solmundella bitentaculata"
"Euchirella rostromagna","Stoloteuthis leucoptera"
"Euchirella rostromagna","Stygiomedusa gigantea"
"Euchirella rostromagna","Themisto gaudichaudii"
"Euchirella rostromagna","Thysanoessa macrura"
"Euchirella rostromagna","Thysanoessa vicina"
"Euchirella rostromagna","Vanadis"
"Eudoxoides spiralis","Acanthephyra pelagica"
"Eudoxoides spiralis","Atolla wyvillei"
"Eudoxoides spiralis","Boroecia antipoda"
"Eudoxoides spiralis","Borostomias antarcticus"
"Eudoxoides spiralis","Calanus propinquus"
"Eudoxoides spiralis","Cyclothone"
"Eudoxoides spiralis","Cyllopus lucasii"
"Eudoxoides spiralis","Cyllopus magellanicus"
"Eudoxoides spiralis","Cyphocaris faurei"
"Eudoxoides spiralis","Cyphocaris richardi"
"Eudoxoides spiralis","Electrona antarctica"
"Eudoxoides spiralis","Euchirella rostromagna"
"Eudoxoides spiralis","Eurythenes obesus"
"Eudoxoides spiralis","Gigantocypris muelleri"
"Eudoxoides spiralis","Gymnoscopelus braueri"
"Eudoxoides spiralis","Hyperia macrocephala"
"Eudoxoides spiralis","Lucicutia"
"Eudoxoides spiralis","Metridia gerlachei"
"Eudoxoides spiralis","Metridia lucens"
"Eudoxoides spiralis","Parandania boecki"
"Eudoxoides spiralis","Paraphyllina ransoni"
"Eudoxoides spiralis","Pasiphaea scotiae"
"Eudoxoides spiralis","Periphylla periphylla"
"Eudoxoides spiralis","Pleuromamma abdominalis"
"Eudoxoides spiralis","Pleuromamma antarctica"
"Eudoxoides spiralis","Pleuromamma robusta"
"Eudoxoides spiralis","Scaphocalanus australis"
"Eudoxoides spiralis","Scaphocalanus farrani"
"Eudoxoides spiralis","Scina"
"Eudoxoides spiralis","Stygiomedusa gigantea"
"Eudoxoides spiralis","Thysanoessa macrura"
"Eukrohnia hamata","Antarctomysis maxima"
"Eukrohnia hamata","Crossota brunnea"
"Eukrohnia hamata","Electrona antarctica"
"Eukrohnia hamata","Eukrohnia hamata"
"Eukrohnia hamata","Gennadas kempi"
"Eukrohnia hamata","Gigantocypris muelleri"
"Eukrohnia hamata","Gymnoscopelus braueri"
"Eukrohnia hamata","Gymnoscopelus nicholsi"
"Eukrohnia hamata","Gymnoscopelus opisthopterus"
"Eukrohnia hamata","Halicreas minimum"
"Eukrohnia hamata","Marrus antarcticus"
"Eukrohnia hamata","Mesonychoteuthis hamiltoni"
"Eukrohnia hamata","Neognathophausia gigas"
"Eukrohnia hamata","Notolepis coatsi"
"Eukrohnia hamata","Pantachogon haeckeli"
"Eukrohnia hamata","Paraeuchaeta antarctica"
"Eukrohnia hamata","Paraeuchaeta barbata"
"Eukrohnia hamata","Parandania boecki"
"Eukrohnia hamata","Petalidium foliaceum"
"Eukrohnia hamata","Phronima sedentaria"
"Eukrohnia hamata","Pleurobrachia"
"Eukrohnia hamata","Primno macropa"
"Eukrohnia hamata","Protomyctophum bolini"
"Eukrohnia hamata","Sagitta gazellae"
"Eukrohnia hamata","Sergestes"
"Eukrohnia hamata","Solmundella bitentaculata"
"Eukrohnia hamata","Themisto gaudichaudii"
"Euphausia frigida","Acanthephyra pelagica"
"Euphausia frigida","Bathyteuthis abyssicola"
"Euphausia frigida","Batoteuthis skolops"
"Euphausia frigida","Borostomias antarcticus"
"Euphausia frigida","Brachioteuthis picta"
"Euphausia frigida","Crossota brunnea"
"Euphausia frigida","Cyclothone"
"Euphausia frigida","Cynomacrurus piriei"
"Euphausia frigida","Desmonema glaciale"
"Euphausia frigida","Electrona antarctica"
"Euphausia frigida","Galiteuthis glacialis"
"Euphausia frigida","Gennadas kempi"
"Euphausia frigida","Gigantocypris muelleri"
"Euphausia frigida","Gonatus antarcticus"
"Euphausia frigida","Gymnoscopelus bolini"
"Euphausia frigida","Gymnoscopelus braueri"
"Euphausia frigida","Gymnoscopelus nicholsi"
"Euphausia frigida","Gymnoscopelus opisthopterus"
"Euphausia frigida","Halicreas minimum"
"Euphausia frigida","Krefftichthys anderssoni"
"Euphausia frigida","Mastigoteuthis"
"Euphausia frigida","Megalocranchia"
"Euphausia frigida","Nannobrachium achirus"
"Euphausia frigida","Neognathophausia gigas"
"Euphausia frigida","Notolepis coatsi"
"Euphausia frigida","Pantachogon haeckeli"
"Euphausia frigida","Paraeuchaeta antarctica"
"Euphausia frigida","Pasiphaea scotiae"
"Euphausia frigida","Petalidium foliaceum"
"Euphausia frigida","Phronima sedentaria"
"Euphausia frigida","Pleuragramma antarcticum"
"Euphausia frigida","Pleurobrachia"
"Euphausia frigida","Protomyctophum bolini"
"Euphausia frigida","Protomyctophum choriodon"
"Euphausia frigida","Psychroteuthis glacialis"
"Euphausia frigida","Sagitta gazellae"
"Euphausia frigida","Sergestes"
"Euphausia frigida","Slosarczykovia circumantarctica"
"Euphausia frigida","Solmundella bitentaculata"
"Euphausia frigida","Stoloteuthis leucoptera"
"Euphausia frigida","Stygiomedusa gigantea"
"Euphausia frigida","Themisto gaudichaudii"
"Euphausia superba","Acanthephyra pelagica"
"Euphausia superba","Alluroteuthis antarcticus"
"Euphausia superba","Bathyteuthis abyssicola"
"Euphausia superba","Batoteuthis skolops"
"Euphausia superba","Boroecia antipoda"
"Euphausia superba","Borostomias antarcticus"
"Euphausia superba","Brachioteuthis picta"
"Euphausia superba","Crossota brunnea"
"Euphausia superba","Cyclothone"
"Euphausia superba","Cynomacrurus piriei"
"Euphausia superba","Cyphocaris faurei"
"Euphausia superba","Cyphocaris richardi"
"Euphausia superba","Desmonema glaciale"
"Euphausia superba","Electrona antarctica"
"Euphausia superba","Eusirus perdentatus"
"Euphausia superba","Filippovia knipovitchi"
"Euphausia superba","Galiteuthis glacialis"
"Euphausia superba","Gigantocypris muelleri"
"Euphausia superba","Gonatus antarcticus"
"Euphausia superba","Gymnoscopelus bolini"
"Euphausia superba","Gymnoscopelus braueri"
"Euphausia superba","Gymnoscopelus nicholsi"
"Euphausia superba","Gymnoscopelus opisthopterus"
"Euphausia superba","Halicreas minimum"
"Euphausia superba","Kondakovia longimana"
"Euphausia superba","Krefftichthys anderssoni"
"Euphausia superba","Mastigoteuthis"
"Euphausia superba","Megalocranchia"
"Euphausia superba","Metaconchoecia skogsbergi"
"Euphausia superba","Nannobrachium achirus"
"Euphausia superba","Notolepis coatsi"
"Euphausia superba","Pantachogon haeckeli"
"Euphausia superba","Paradiplospinus gracilis"
"Euphausia superba","Paraeuchaeta antarctica"
"Euphausia superba","Parandania boecki"
"Euphausia superba","Pasiphaea scotiae"
"Euphausia superba","Phronima sedentaria"
"Euphausia superba","Pleuragramma antarcticum"
"Euphausia superba","Pleurobrachia"
"Euphausia superba","Primno macropa"
"Euphausia superba","Protomyctophum bolini"
"Euphausia superba","Protomyctophum choriodon"
"Euphausia superba","Psychroteuthis glacialis"
"Euphausia superba","Pyrostephos vanhoeffeni"
"Euphausia superba","Sagitta gazellae"
"Euphausia superba","Slosarczykovia circumantarctica"
"Euphausia superba","Solmundella bitentaculata"
"Euphausia superba","Stoloteuthis leucoptera"
"Euphausia superba","Stygiomedusa gigantea"
"Euphausia superba","Themisto gaudichaudii"
"Euphausia triacantha","Acanthephyra pelagica"
"Euphausia triacantha","Bathyteuthis abyssicola"
"Euphausia triacantha","Batoteuthis skolops"
"Euphausia triacantha","Borostomias antarcticus"
"Euphausia triacantha","Brachioteuthis picta"
"Euphausia triacantha","Crossota brunnea"
"Euphausia triacantha","Cyclothone"
"Euphausia triacantha","Cynomacrurus piriei"
"Euphausia triacantha","Desmonema glaciale"
"Euphausia triacantha","Electrona antarctica"
"Euphausia triacantha","Galiteuthis glacialis"
"Euphausia triacantha","Gigantocypris muelleri"
"Euphausia triacantha","Gonatus antarcticus"
"Euphausia triacantha","Gymnoscopelus bolini"
"Euphausia triacantha","Gymnoscopelus braueri"
"Euphausia triacantha","Gymnoscopelus nicholsi"
"Euphausia triacantha","Gymnoscopelus opisthopterus"
"Euphausia triacantha","Halicreas minimum"
"Euphausia triacantha","Krefftichthys anderssoni"
"Euphausia triacantha","Mastigoteuthis"
"Euphausia triacantha","Megalocranchia"
"Euphausia triacantha","Nannobrachium achirus"
"Euphausia triacantha","Notolepis coatsi"
"Euphausia triacantha","Pantachogon haeckeli"
"Euphausia triacantha","Paradiplospinus gracilis"
"Euphausia triacantha","Paraeuchaeta antarctica"
"Euphausia triacantha","Pasiphaea scotiae"
"Euphausia triacantha","Petalidium foliaceum"
"Euphausia triacantha","Phronima sedentaria"
"Euphausia triacantha","Pleuragramma antarcticum"
"Euphausia triacantha","Pleurobrachia"
"Euphausia triacantha","Protomyctophum bolini"
"Euphausia triacantha","Protomyctophum choriodon"
"Euphausia triacantha","Psychroteuthis glacialis"
"Euphausia triacantha","Sagitta gazellae"
"Euphausia triacantha","Sergestes"
"Euphausia triacantha","Slosarczykovia circumantarctica"
"Euphausia triacantha","Solmundella bitentaculata"
"Euphausia triacantha","Stoloteuthis leucoptera"
"Euphausia triacantha","Stygiomedusa gigantea"
"Euphausia triacantha","Themisto gaudichaudii"
"Eurythenes obesus","Bathyteuthis abyssicola"
"Eurythenes obesus","Batoteuthis skolops"
"Eurythenes obesus","Calycopsis borchgrevinki"
"Eurythenes obesus","Dimophyes arctica"
"Eurythenes obesus","Diphyes antarctica"
"Eurythenes obesus","Electrona antarctica"
"Eurythenes obesus","Eudoxoides spiralis"
"Eurythenes obesus","Eusirus perdentatus"
"Eurythenes obesus","Galiteuthis glacialis"
"Eurythenes obesus","Gigantocypris muelleri"
"Eurythenes obesus","Gilia reticulata"
"Eurythenes obesus","Gonatus antarcticus"
"Eurythenes obesus","Gymnoscopelus bolini"
"Eurythenes obesus","Gymnoscopelus braueri"
"Eurythenes obesus","Gymnoscopelus nicholsi"
"Eurythenes obesus","Krefftichthys anderssoni"
"Eurythenes obesus","Mastigoteuthis"
"Eurythenes obesus","Megalocranchia"
"Eurythenes obesus","Melanostigma gelatinosum"
"Eurythenes obesus","Muggiaea bargmannae"
"Eurythenes obesus","Nannobrachium achirus"
"Eurythenes obesus","Pandea rubra"
"Eurythenes obesus","Protomyctophum bolini"
"Eurythenes obesus","Protomyctophum choriodon"
"Eurythenes obesus","Slosarczykovia circumantarctica"
"Eurythenes obesus","Stoloteuthis leucoptera"
"Eurythenes obesus","Zanclonia weldoni"
"Eusiroides stenopleura","Bathyteuthis abyssicola"
"Eusiroides stenopleura","Batoteuthis skolops"
"Eusiroides stenopleura","Calycopsis borchgrevinki"
"Eusiroides stenopleura","Dimophyes arctica"
"Eusiroides stenopleura","Diphyes antarctica"
"Eusiroides stenopleura","Electrona antarctica"
"Eusiroides stenopleura","Eudoxoides spiralis"
"Eusiroides stenopleura","Eusirus perdentatus"
"Eusiroides stenopleura","Galiteuthis glacialis"
"Eusiroides stenopleura","Gigantocypris muelleri"
"Eusiroides stenopleura","Gilia reticulata"
"Eusiroides stenopleura","Gonatus antarcticus"
"Eusiroides stenopleura","Gymnoscopelus bolini"
"Eusiroides stenopleura","Gymnoscopelus braueri"
"Eusiroides stenopleura","Gymnoscopelus nicholsi"
"Eusiroides stenopleura","Krefftichthys anderssoni"
"Eusiroides stenopleura","Mastigoteuthis"
"Eusiroides stenopleura","Megalocranchia"
"Eusiroides stenopleura","Melanostigma gelatinosum"
"Eusiroides stenopleura","Muggiaea bargmannae"
"Eusiroides stenopleura","Nannobrachium achirus"
"Eusiroides stenopleura","Pandea rubra"
"Eusiroides stenopleura","Protomyctophum bolini"
"Eusiroides stenopleura","Protomyctophum choriodon"
"Eusiroides stenopleura","Slosarczykovia circumantarctica"
"Eusiroides stenopleura","Stoloteuthis leucoptera"
"Eusiroides stenopleura","Zanclonia weldoni"
"Eusirus perdentatus","Bathyteuthis abyssicola"
"Eusirus perdentatus","Batoteuthis skolops"
"Eusirus perdentatus","Calycopsis borchgrevinki"
"Eusirus perdentatus","Dimophyes arctica"
"Eusirus perdentatus","Diphyes antarctica"
"Eusirus perdentatus","Electrona antarctica"
"Eusirus perdentatus","Eusirus perdentatus"
"Eusirus perdentatus","Galiteuthis glacialis"
"Eusirus perdentatus","Gigantocypris muelleri"
"Eusirus perdentatus","Gonatus antarcticus"
"Eusirus perdentatus","Gymnoscopelus bolini"
"Eusirus perdentatus","Gymnoscopelus braueri"
"Eusirus perdentatus","Gymnoscopelus nicholsi"
"Eusirus perdentatus","Krefftichthys anderssoni"
"Eusirus perdentatus","Mastigoteuthis"
"Eusirus perdentatus","Megalocranchia"
"Eusirus perdentatus","Melanostigma gelatinosum"
"Eusirus perdentatus","Muggiaea bargmannae"
"Eusirus perdentatus","Nannobrachium achirus"
"Eusirus perdentatus","Pandea rubra"
"Eusirus perdentatus","Protomyctophum bolini"
"Eusirus perdentatus","Protomyctophum choriodon"
"Eusirus perdentatus","Slosarczykovia circumantarctica"
"Eusirus perdentatus","Stoloteuthis leucoptera"
"Eusirus perdentatus","Zanclonia weldoni"
"Filippovia knipovitchi","Alluroteuthis antarcticus"
"Filippovia knipovitchi","Dissostichus eleginoides"
"Filippovia knipovitchi","Filippovia knipovitchi"
"Filippovia knipovitchi","Galiteuthis glacialis"
"Filippovia knipovitchi","Gigantocypris muelleri"
"Filippovia knipovitchi","Gonatus antarcticus"
"Filippovia knipovitchi","Gymnoscopelus bolini"
"Filippovia knipovitchi","Histioteuthis eltaninae"
"Filippovia knipovitchi","Kondakovia longimana"
"Filippovia knipovitchi","Mastigoteuthis"
"Filippovia knipovitchi","Megalocranchia"
"Filippovia knipovitchi","Psychroteuthis glacialis"
"Filippovia knipovitchi","Slosarczykovia circumantarctica"
"Foraminifera","Acanthephyra pelagica"
"Foraminifera","Appendicularia"
"Foraminifera","Austrinoecia isocheira"
"Foraminifera","Euchirella rostromagna"
"Foraminifera","Euphausia frigida"
"Foraminifera","Euphausia superba"
"Foraminifera","Euphausia triacantha"
"Foraminifera","Gaetanus tenuispinus"
"Foraminifera","Gennadas kempi"
"Foraminifera","Gigantocypris muelleri"
"Foraminifera","Pasiphaea scotiae"
"Foraminifera","Petalidium foliaceum"
"Foraminifera","Pleuromamma abdominalis"
"Foraminifera","Pleuromamma antarctica"
"Foraminifera","Pleuromamma robusta"
"Foraminifera","Pyrostephos vanhoeffeni"
"Foraminifera","Salpa thompsoni"
"Foraminifera","Sergestes"
"Foraminifera","Thysanoessa macrura"
"Foraminifera","Thysanoessa vicina"
"Fragilariopsis","Acantharea"
"Fragilariopsis","Antarctomysis maxima"
"Fragilariopsis","Appendicularia"
"Fragilariopsis","Calanoides acutus"
"Fragilariopsis","Calanus propinquus"
"Fragilariopsis","Candacia"
"Fragilariopsis","Clio piatkowskii"
"Fragilariopsis","Clio pyramidata"
"Fragilariopsis","Corycaeus"
"Fragilariopsis","Cyphocaris faurei"
"Fragilariopsis","Cyphocaris richardi"
"Fragilariopsis","Euphausia frigida"
"Fragilariopsis","Euphausia superba"
"Fragilariopsis","Eusiroides stenopleura"
"Fragilariopsis","Foraminifera"
