ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
403,Gastropoda_otros,Gastropoda,Gasteropodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
404,Gastropoda_otros,Gastropoda,Gasteropodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
405,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
406,Gastropoda_otros,Gastropoda,Gasteropodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
407,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
408,Gastropoda_otros,Gastropoda,Gasteropodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
409,Gastropoda_otros,Gastropoda,Gasteropodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
410,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Eatoniella
411,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
412,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
413,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
414,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
415,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Bircenna
416,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
417,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
418,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
419,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
420,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Jassa
421,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gnathia
422,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
423,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
424,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
425,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
426,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
427,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
428,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
429,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
430,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Munna
431,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
432,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
433,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
434,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
435,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Plakarthrium_sp*
436,Isopoda_otros,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Limnoria_sp*
437,Isopoda_otros,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
438,Isopoda_otros,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
439,Isopoda_otros,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
440,Isopoda_otros,Isopoda,Isopodos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
441,Cymodocella,Isopoda,Isopodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
442,Cymodocella,Isopoda,Isopodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
443,Cymodocella,Isopoda,Isopodos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
444,Cymodocella,Isopoda,Isopodos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
445,Myxinidae,Myxiniformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
446,Salilota_australis,Gadiformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
447,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
448,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
449,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Ornicus_orca,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
450,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Squaliformes,Elasmobranchii,Condrictios,Cazador,Heterotrofo,Goodall_2009,https://doi.org/10.1016/B978-0-12-373553-9.00196-6,
451,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Ophiacantha_vivipara,Ophiruidea,Ofiuroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
452,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Ophiacantha_vivipara,Ophiruidea,Ofiuroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
453,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Ophiacantha_vivipara,Ophiruidea,Ofiuroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
454,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
455,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,Infered from Genypterus_blacodes
456,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
457,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
458,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Coelorinchus_fasciatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
459,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
460,Moridae,Gadiformes,Peces,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
461,Campylonotus_vagans,Decapoda,Crustaceos peracaridos,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
462,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
463,Cottoperca_trigloides,Perciformes,Peces demersales,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
464,Dissostichus_eleginoides,Perciformes,Peces demersales,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
465,Patagonotothen_ramsayi,Perciformes,Peces,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
466,Iluocoetes_fimbriatus,Perciformes,Peces,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
467,Micromesistius_australis,Gadiformes,Peces,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
468,Sprattus_fuegensis,Clupeiformes,Sardinas,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
469,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Macrourus_holotrachys,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
470,Iluocoetes_fimbriatus,Perciformes,Peces,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
471,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
472,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
473,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
474,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
475,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
476,Agonidae,Perciformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
477,Patagonotothen_guntheri,Perciformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
478,Micromesistius_australis,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
479,Macrourus_holotrachys,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
480,Moridae,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
481,Patagonotothen_ramsayi,Perciformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
482,Coelorinchus_fasciatus,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
483,Ophidiidae,Ophidiiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
484,Iluocoetes_fimbriatus,Perciformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
485,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Sphenisciformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
486,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
487,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Thalassarche_melanophris,Procellariiformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
488,Eukrohnia_hamata,Chaetognatha,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
489,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
490,Eukrohnia_hamata,Chaetognatha,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
491,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
492,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
493,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
494,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
495,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
496,Micromesistius_australis,Gadiformes,Peces,Eudyptes_chrysocome,Sphenisciformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
497,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Cottunculus_granulosus,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
498,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Cottunculus_granulosus,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
499,Patagonotothen_ramsayi,Perciformes,Peces,Cottunculus_granulosus,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
500,Coelorinchus_fasciatus,Gadiformes,Peces,Cottunculus_granulosus,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
501,Dissostichus_eleginoides,Perciformes,Peces demersales,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
502,Salilota_australis,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
503,Micromesistius_australis,Gadiformes,Peces,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
504,Sprattus_fuegensis,Clupeiformes,Sardinas,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
505,Themisto_gaudichaudii,Amphipoda,Crustaceos peracaridos,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
506,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
507,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
508,Gorgonocephalus_chilensis,Ophiuroidea,Ofiuroideos,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
509,Sprattus_fuegensis,Clupeiformes,Sardinas,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
510,Tinerfe_cyanea,Ctenophora,Zooplancton,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
511,Tinerfe_cyanea,Ctenophora,Zooplancton,Bathyraja_macloviana,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
512,Tinerfe_cyanea,Ctenophora,Zooplancton,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
513,Tinerfe_cyanea,Ctenophora,Zooplancton,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
514,Tinerfe_cyanea,Ctenophora,Zooplancton,Iluocoetes_fimbriatus,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
515,Tinerfe_cyanea,Ctenophora,Zooplancton,Patagonotothen_ramsayi,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
516,Tinerfe_cyanea,Ctenophora,Zooplancton,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
517,Campylonotus_vagans,Decapoda,Crustaceos peracaridos,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
518,Patagonotothen_ramsayi,Perciformes,Peces,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
519,Coelorinchus_fasciatus,Gadiformes,Peces,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
520,Iluocoetes_fimbriatus,Perciformes,Peces,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
521,Sprattus_fuegensis,Clupeiformes,Sardinas,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
522,Eukrohnia_hamata,Chaetognatha,Zooplancton,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
523,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
524,Tinerfe_cyanea,Ctenophora,Zooplancton,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
525,Campylonotus_vagans,Decapoda,Crustaceos peracaridos,Macrourus_holotrachys,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
526,Tinerfe_cyanea,Ctenophora,Zooplancton,Macrourus_holotrachys,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
527,Themisto_gaudichaudii,Amphipoda,Crustaceos peracaridos,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
528,Themisto_gaudichaudii,Amphipoda,Crustaceos peracaridos,Thalassarche_chrysostoma,Procellariiformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
529,Themisto_gaudichaudii,Amphipoda,Crustaceos peracaridos,Thalassarche_melanophris,Procellariiformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
530,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
531,Patagonotothen_ramsayi,Perciformes,Peces,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
532,Iluocoetes_fimbriatus,Perciformes,Peces,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
533,Micromesistius_australis,Gadiformes,Peces,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
534,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
535,Eukrohnia_hamata,Chaetognatha,Zooplancton,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
536,Themisto_gaudichaudii,Amphipoda,Crustaceos peracaridos,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
537,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
538,Salilota_australis,Gadiformes,Peces,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
539,Fitoplancton,Fitoplancton,Fitoplancton,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Cazador,Productor_primario,Marina_etal_enprep.,NA,
540,Fitoplancton,Fitoplancton,Fitoplancton,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Cazador,Productor_primario,Marina_etal_enprep.,NA,
541,Dissostichus_eleginoides,Perciformes,Peces demersales,Thalassarche_melanophris,Procellariiformes,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
542,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
543,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
544,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
545,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
546,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
547,Cottoperca_trigloides,Perciformes,Peces demersales,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
548,Dissostichus_eleginoides,Perciformes,Peces demersales,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
549,Patagonotothen_guntheri,Perciformes,Peces,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
550,Patagonotothen_ramsayi,Perciformes,Peces,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
551,Micromesistius_australis,Gadiformes,Peces,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
552,Sprattus_fuegensis,Clupeiformes,Sardinas,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
553,Bathyraja_brachyurops,Rajiformes,Condrictios,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
554,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
555,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
556,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
557,Paralomis_granulosa,Decapoda,Crustaceos peracaridos,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
558,Agonidae,Perciformes,Peces,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
