ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
130,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
131,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
132,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
133,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
134,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
135,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
136,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
137,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
138,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
139,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
140,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
141,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
142,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
143,Gobionotothen_gibberifrons,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
144,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
145,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
146,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
147,Lepidonotothen,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
148,Nototheniidae_spp,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
149,Pseudochaenichthys_georgianus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
150,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
151,Illex_argentinus,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
152,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
153,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
154,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
155,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
156,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
157,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
158,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
159,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
160,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
161,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
162,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
163,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
164,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
165,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
166,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
167,Gobionotothen_gibberifrons,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
168,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
169,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
170,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
171,Lepidonotothen,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
172,Nototheniidae_spp,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
173,Pseudochaenichthys_georgianus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
174,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
175,Illex_argentinus,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
176,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
177,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
178,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
179,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
180,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
181,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
182,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
183,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
184,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
185,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
186,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
187,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
188,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
189,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
190,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
191,Gobionotothen_gibberifrons,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
192,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
193,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
194,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
195,Lepidonotothen,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
196,Nototheniidae_spp,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
197,Pseudochaenichthys_georgianus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
198,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
199,Illex_argentinus,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
200,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
201,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
202,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
203,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
204,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
205,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
206,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
207,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
208,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
209,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
210,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
211,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
212,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
213,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
214,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
215,Gobionotothen_gibberifrons,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
216,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
217,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
218,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
219,Lepidonotothen,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
220,Nototheniidae_spp,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
221,Pseudochaenichthys_georgianus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
222,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
223,Illex_argentinus,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
224,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
225,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
226,Champsocephalus_aceratus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
227,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
228,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
229,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
230,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
231,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
232,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
233,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
234,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
235,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
236,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
237,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
238,Merlucciidae ,Gadiformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
239,Gobionotothen_gibberifrons,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
240,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
241,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
242,Channichthyidae ,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
243,Lepidonotothen,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
244,Nototheniidae_spp,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
245,Pseudochaenichthys_georgianus,Perciformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Riccialdelli, L. et al_2017",https://doi.org/10.3354/meps12296,
246,Ancistrocheirus_sp,Cephalopoda,Cefalopodos,Thalassarche_chrysostoma,Procellariiformes,Aves marinas,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
247,Ancistrocheirus_sp,Cephalopoda,Cefalopodos,Thalassarche_melanophris,Procellariiformes,Aves marinas,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
248,Myctophidae_spp,Myctophiformes,Peces,Balaenoptera_physalus,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
249,Euphausiidae,Malacostraca,Crustaceos peracaridos,Balaenoptera_physalus,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
250,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Mirounga_leonina,Phocidae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
251,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
252,Illex_argentinus,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
253,Euphausiidae,Malacostraca,Crustaceos peracaridos,Megaptera_novaeangliae,Balaenopteridae,Mamiferos marinos,Filtrador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
254,Sprattus_fuegensis,Clupeiformes,Sardinas,Aves,,Aves marinas,Cazador,Heterótrofo,"Diez, M. J. et al_2018",https://doi.org/10.1007/s00300-018-2394-2,
255,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Aves,,Aves marinas,Cazador,Heterótrofo,"Diez, M. J. et al_2018",https://doi.org/10.1007/s00300-018-2394-2,
256,Sprattus_fuegensis,Clupeiformes,Sardinas,Peces,,Peces,Cazador,Heterótrofo,"Diez, M. J. et al_2018",https://doi.org/10.1007/s00300-018-2394-2,
257,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Peces,,Peces,Cazador,Heterótrofo,"Diez, M. J. et al_2018",https://doi.org/10.1007/s00300-018-2394-2,
258,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Spheniscus_magellanicus,Sphenisciformes,Aves marinas,Cazador,Heterótrofo,"Rosciano, N. G. et al_2018",https://doi.org/10.1111/ibi.12547,
259,Sprattus_fuegensis,Clupeiformes,Sardinas,Spheniscus_magellanicus,Sphenisciformes,Aves marinas,Cazador,Heterótrofo,"Rosciano, N. G. et al_2018",https://doi.org/10.1111/ibi.12547,
260,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Sphenisciformes,Aves marinas,Cazador,Heterótrofo,"Rosciano, N. G. et al_2018",https://doi.org/10.1111/ibi.12547,
261,Euphausiidae,Malacostraca,Crustaceos peracaridos,Balaenoptera_borealis,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
262,Euphausiidae,Malacostraca,Crustaceos peracaridos,Lagenorhynchus_cruciger,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
263,Myctophidae_spp,Myctophiformes,Peces,Balaenoptera_physalus,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
264,Myctophidae_spp,Myctophiformes,Peces,Balaenoptera_borealisa,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
