"resource","consumer" 
"Drepanopus forcipatus","Pleuromamma abdominalis"
"Drepanopus forcipatus","Pleuromamma antarctica"
"Drepanopus forcipatus","Pleuromamma robusta"
"Drepanopus forcipatus","Poromitra crassiceps"
"Drepanopus forcipatus","Primno macropa"
"Drepanopus forcipatus","Protomyctophum andriashevi"
"Drepanopus forcipatus","Protomyctophum bolini"
"Drepanopus forcipatus","Protomyctophum choriodon"
"Drepanopus forcipatus","Protomyctophum parallelum"
"Drepanopus forcipatus","Protomyctophum tenisoni"
"Drepanopus forcipatus","Pseudoconchoecia serrulata"
"Drepanopus forcipatus","Rosacea plicata"
"Drepanopus forcipatus","Rotundoecia teretivalvata"
"Drepanopus forcipatus","Sagitta gazellae"
"Drepanopus forcipatus","Sagitta marri"
"Drepanopus forcipatus","Salpa thompsoni"
"Drepanopus forcipatus","Scaphocalanus australis"
"Drepanopus forcipatus","Scaphocalanus farrani"
"Drepanopus forcipatus","Slosarczykovia circumantarctica"
"Drepanopus forcipatus","Solmundella bitentaculata"
"Drepanopus forcipatus","Stoloteuthis leucoptera"
"Drepanopus forcipatus","Stygiomedusa gigantea"
"Drepanopus forcipatus","Themisto gaudichaudii"
"Drepanopus forcipatus","Thysanoessa macrura"
"Drepanopus forcipatus","Thysanoessa vicina"
"Drepanopus forcipatus","Vanadis"
"Drepanopus forcipatus","Zanclonia weldoni"
"Drepanopus pectinatus","Alacia hettacra"
"Drepanopus pectinatus","Atolla wyvillei"
"Drepanopus pectinatus","Austrinoecia isocheira"
"Drepanopus pectinatus","Bathyteuthis abyssicola"
"Drepanopus pectinatus","Batoteuthis skolops"
"Drepanopus pectinatus","Beroe"
"Drepanopus pectinatus","Borostomias antarcticus"
"Drepanopus pectinatus","Brachioteuthis linkovskyi"
"Drepanopus pectinatus","Brachioteuthis picta"
"Drepanopus pectinatus","Calanus australis"
"Drepanopus pectinatus","Callianira"
"Drepanopus pectinatus","Calycopsis borchgrevinki"
"Drepanopus pectinatus","Candacia"
"Drepanopus pectinatus","Chiroteuthis veranyi"
"Drepanopus pectinatus","Conchoecilla chuni"
"Drepanopus pectinatus","Conchoecissa symmetrica"
"Drepanopus pectinatus","Corycaeus"
"Drepanopus pectinatus","Crossota brunnea"
"Drepanopus pectinatus","Cyclothone"
"Drepanopus pectinatus","Cyphocaris faurei"
"Drepanopus pectinatus","Cyphocaris richardi"
"Drepanopus pectinatus","Dimophyes arctica"
"Drepanopus pectinatus","Diphyes antarctica"
"Drepanopus pectinatus","Electrona antarctica"
"Drepanopus pectinatus","Electrona carlsbergi"
"Drepanopus pectinatus","Electrona subaspera"
"Drepanopus pectinatus","Euchirella rostromagna"
"Drepanopus pectinatus","Eudoxoides spiralis"
"Drepanopus pectinatus","Eukrohnia hamata"
"Drepanopus pectinatus","Euphausia frigida"
"Drepanopus pectinatus","Euphausia superba"
"Drepanopus pectinatus","Euphausia triacantha"
"Drepanopus pectinatus","Euphausia vallentini"
"Drepanopus pectinatus","Gaetanus tenuispinus"
"Drepanopus pectinatus","Galiteuthis glacialis"
"Drepanopus pectinatus","Gigantocypris muelleri"
"Drepanopus pectinatus","Gilia reticulata"
"Drepanopus pectinatus","Gonatus antarcticus"
"Drepanopus pectinatus","Gymnoscopelus bolini"
"Drepanopus pectinatus","Gymnoscopelus braueri"
"Drepanopus pectinatus","Gymnoscopelus fraseri"
"Drepanopus pectinatus","Gymnoscopelus hintonoides"
"Drepanopus pectinatus","Gymnoscopelus nicholsi"
"Drepanopus pectinatus","Gymnoscopelus piabilis"
"Drepanopus pectinatus","Halicreas minimum"
"Drepanopus pectinatus","Heterorhabdus austrinus"
"Drepanopus pectinatus","Hippopodiidae"
"Drepanopus pectinatus","Krefftichthys anderssoni"
"Drepanopus pectinatus","Lampanyctus"
"Drepanopus pectinatus","Marrus antarcticus"
"Drepanopus pectinatus","Mastigoteuthis"
"Drepanopus pectinatus","Megalocranchia"
"Drepanopus pectinatus","Muggiaea bargmannae"
"Drepanopus pectinatus","Nannobrachium achirus"
"Drepanopus pectinatus","Neognathophausia gigas"
"Drepanopus pectinatus","Notolepis coatsi"
"Drepanopus pectinatus","Obtusoecia antarctica"
"Drepanopus pectinatus","Onykia ingens"
"Drepanopus pectinatus","Pandea rubra"
"Drepanopus pectinatus","Pantachogon haeckeli"
"Drepanopus pectinatus","Paraeuchaeta antarctica"
"Drepanopus pectinatus","Paraeuchaeta barbata"
"Drepanopus pectinatus","Paraeuchaeta biloba"
"Drepanopus pectinatus","Paraeuchaeta rasa"
"Drepanopus pectinatus","Paraphyllina ransoni"
"Drepanopus pectinatus","Periphylla periphylla"
"Drepanopus pectinatus","Phronima sedentaria"
"Drepanopus pectinatus","Pleuragramma antarcticum"
"Drepanopus pectinatus","Pleurobrachia"
"Drepanopus pectinatus","Pleuromamma abdominalis"
"Drepanopus pectinatus","Pleuromamma antarctica"
"Drepanopus pectinatus","Pleuromamma robusta"
"Drepanopus pectinatus","Poromitra crassiceps"
"Drepanopus pectinatus","Primno macropa"
"Drepanopus pectinatus","Protomyctophum andriashevi"
"Drepanopus pectinatus","Protomyctophum bolini"
"Drepanopus pectinatus","Protomyctophum choriodon"
"Drepanopus pectinatus","Protomyctophum parallelum"
"Drepanopus pectinatus","Protomyctophum tenisoni"
"Drepanopus pectinatus","Pseudoconchoecia serrulata"
"Drepanopus pectinatus","Rosacea plicata"
"Drepanopus pectinatus","Rotundoecia teretivalvata"
"Drepanopus pectinatus","Sagitta gazellae"
"Drepanopus pectinatus","Sagitta marri"
"Drepanopus pectinatus","Salpa thompsoni"
"Drepanopus pectinatus","Scaphocalanus australis"
"Drepanopus pectinatus","Scaphocalanus farrani"
"Drepanopus pectinatus","Slosarczykovia circumantarctica"
"Drepanopus pectinatus","Solmundella bitentaculata"
"Drepanopus pectinatus","Stoloteuthis leucoptera"
"Drepanopus pectinatus","Stygiomedusa gigantea"
"Drepanopus pectinatus","Themisto gaudichaudii"
"Drepanopus pectinatus","Thysanoessa macrura"
"Drepanopus pectinatus","Thysanoessa vicina"
"Drepanopus pectinatus","Vanadis"
"Drepanopus pectinatus","Zanclonia weldoni"
"Electrona antarctica","Alluroteuthis antarcticus"
"Electrona antarctica","Arctozenus risso"
"Electrona antarctica","Bathyteuthis abyssicola"
"Electrona antarctica","Batoteuthis skolops"
"Electrona antarctica","Benthalbella elongata"
"Electrona antarctica","Benthalbella macropinna"
"Electrona antarctica","Borostomias antarcticus"
"Electrona antarctica","Brachioteuthis linkovskyi"
"Electrona antarctica","Calycopsis borchgrevinki"
"Electrona antarctica","Chiroteuthis veranyi"
"Electrona antarctica","Cyclothone"
"Electrona antarctica","Desmonema glaciale"
"Electrona antarctica","Dimophyes arctica"
"Electrona antarctica","Diphyes antarctica"
"Electrona antarctica","Electrona antarctica"
"Electrona antarctica","Electrona carlsbergi"
"Electrona antarctica","Electrona subaspera"
"Electrona antarctica","Eudoxoides spiralis"
"Electrona antarctica","Filippovia knipovitchi"
"Electrona antarctica","Galiteuthis glacialis"
"Electrona antarctica","Gigantocypris muelleri"
"Electrona antarctica","Gilia reticulata"
"Electrona antarctica","Gonatus antarcticus"
"Electrona antarctica","Gymnoscopelus bolini"
"Electrona antarctica","Gymnoscopelus braueri"
"Electrona antarctica","Gymnoscopelus fraseri"
"Electrona antarctica","Gymnoscopelus hintonoides"
"Electrona antarctica","Histioteuthis eltaninae"
"Electrona antarctica","Kondakovia longimana"
"Electrona antarctica","Krefftichthys anderssoni"
"Electrona antarctica","Martialia hyadesi"
"Electrona antarctica","Mastigoteuthis"
"Electrona antarctica","Megalocranchia"
"Electrona antarctica","Mesonychoteuthis hamiltoni"
"Electrona antarctica","Muggiaea bargmannae"
"Electrona antarctica","Onykia ingens"
"Electrona antarctica","Pandea rubra"
"Electrona antarctica","Paradiplospinus gracilis"
"Electrona antarctica","Parandania boecki"
"Electrona antarctica","Pleuragramma antarcticum"
"Electrona antarctica","Pleurobrachia"
"Electrona antarctica","Protomyctophum tenisoni"
"Electrona antarctica","Psychroteuthis glacialis"
"Electrona antarctica","Slosarczykovia circumantarctica"
"Electrona antarctica","Stomias gracilis"
"Electrona antarctica","Symbolophorus boops"
"Electrona antarctica","Zanclonia weldoni"
"Electrona carlsbergi","Alluroteuthis antarcticus"
"Electrona carlsbergi","Arctozenus risso"
"Electrona carlsbergi","Bathyteuthis abyssicola"
"Electrona carlsbergi","Batoteuthis skolops"
"Electrona carlsbergi","Benthalbella elongata"
"Electrona carlsbergi","Benthalbella macropinna"
"Electrona carlsbergi","Borostomias antarcticus"
"Electrona carlsbergi","Brachioteuthis linkovskyi"
"Electrona carlsbergi","Calycopsis borchgrevinki"
"Electrona carlsbergi","Chiroteuthis veranyi"
"Electrona carlsbergi","Cyclothone"
"Electrona carlsbergi","Desmonema glaciale"
"Electrona carlsbergi","Dimophyes arctica"
"Electrona carlsbergi","Diphyes antarctica"
"Electrona carlsbergi","Electrona antarctica"
"Electrona carlsbergi","Electrona carlsbergi"
"Electrona carlsbergi","Electrona subaspera"
"Electrona carlsbergi","Eudoxoides spiralis"
"Electrona carlsbergi","Filippovia knipovitchi"
"Electrona carlsbergi","Galiteuthis glacialis"
"Electrona carlsbergi","Gigantocypris muelleri"
"Electrona carlsbergi","Gilia reticulata"
"Electrona carlsbergi","Gonatus antarcticus"
"Electrona carlsbergi","Gymnoscopelus bolini"
"Electrona carlsbergi","Gymnoscopelus braueri"
"Electrona carlsbergi","Gymnoscopelus fraseri"
"Electrona carlsbergi","Gymnoscopelus hintonoides"
"Electrona carlsbergi","Histioteuthis eltaninae"
"Electrona carlsbergi","Kondakovia longimana"
"Electrona carlsbergi","Krefftichthys anderssoni"
"Electrona carlsbergi","Marrus antarcticus"
"Electrona carlsbergi","Martialia hyadesi"
"Electrona carlsbergi","Mastigoteuthis"
"Electrona carlsbergi","Megalocranchia"
"Electrona carlsbergi","Mesonychoteuthis hamiltoni"
"Electrona carlsbergi","Muggiaea bargmannae"
"Electrona carlsbergi","Onykia ingens"
"Electrona carlsbergi","Pandea rubra"
"Electrona carlsbergi","Parandania boecki"
"Electrona carlsbergi","Pleuragramma antarcticum"
"Electrona carlsbergi","Pleurobrachia"
"Electrona carlsbergi","Protomyctophum tenisoni"
"Electrona carlsbergi","Psychroteuthis glacialis"
"Electrona carlsbergi","Slosarczykovia circumantarctica"
"Electrona carlsbergi","Stomias gracilis"
"Electrona carlsbergi","Symbolophorus boops"
"Electrona carlsbergi","Zanclonia weldoni"
"Electrona subaspera","Alluroteuthis antarcticus"
"Electrona subaspera","Arctozenus risso"
"Electrona subaspera","Bathyteuthis abyssicola"
"Electrona subaspera","Batoteuthis skolops"
"Electrona subaspera","Benthalbella elongata"
"Electrona subaspera","Benthalbella macropinna"
"Electrona subaspera","Borostomias antarcticus"
"Electrona subaspera","Brachioteuthis linkovskyi"
"Electrona subaspera","Calycopsis borchgrevinki"
"Electrona subaspera","Chiroteuthis veranyi"
"Electrona subaspera","Cyclothone"
"Electrona subaspera","Desmonema glaciale"
"Electrona subaspera","Dimophyes arctica"
"Electrona subaspera","Diphyes antarctica"
"Electrona subaspera","Electrona antarctica"
"Electrona subaspera","Electrona carlsbergi"
"Electrona subaspera","Electrona subaspera"
"Electrona subaspera","Eudoxoides spiralis"
"Electrona subaspera","Filippovia knipovitchi"
"Electrona subaspera","Galiteuthis glacialis"
"Electrona subaspera","Gigantocypris muelleri"
"Electrona subaspera","Gilia reticulata"
"Electrona subaspera","Gonatus antarcticus"
"Electrona subaspera","Gymnoscopelus bolini"
"Electrona subaspera","Gymnoscopelus braueri"
"Electrona subaspera","Gymnoscopelus fraseri"
"Electrona subaspera","Gymnoscopelus hintonoides"
"Electrona subaspera","Histioteuthis eltaninae"
"Electrona subaspera","Kondakovia longimana"
"Electrona subaspera","Krefftichthys anderssoni"
"Electrona subaspera","Marrus antarcticus"
"Electrona subaspera","Martialia hyadesi"
"Electrona subaspera","Mastigoteuthis"
"Electrona subaspera","Megalocranchia"
"Electrona subaspera","Mesonychoteuthis hamiltoni"
"Electrona subaspera","Muggiaea bargmannae"
"Electrona subaspera","Onykia ingens"
"Electrona subaspera","Pandea rubra"
"Electrona subaspera","Parandania boecki"
"Electrona subaspera","Pleuragramma antarcticum"
"Electrona subaspera","Pleurobrachia"
"Electrona subaspera","Protomyctophum tenisoni"
"Electrona subaspera","Psychroteuthis glacialis"
"Electrona subaspera","Slosarczykovia circumantarctica"
"Electrona subaspera","Stomias gracilis"
"Electrona subaspera","Symbolophorus boops"
"Electrona subaspera","Zanclonia weldoni"
"Eucampia","Acantharea"
"Eucampia","Antarctomysis maxima"
"Eucampia","Appendicularia"
"Eucampia","Calanoides acutus"
"Eucampia","Calanus propinquus"
"Eucampia","Calanus simillimus"
"Eucampia","Candacia"
"Eucampia","Clausocalanus ingens"
"Eucampia","Clausocalanus laticeps"
"Eucampia","Clio piatkowskii"
"Eucampia","Clio pyramidata"
"Eucampia","Corycaeus"
"Eucampia","Ctenocalanus citer"
"Eucampia","Cyphocaris faurei"
"Eucampia","Cyphocaris richardi"
"Eucampia","Euphausia frigida"
"Eucampia","Euphausia superba"
"Eucampia","Euphausia vallentini"
"Eucampia","Eusiroides stenopleura"
"Eucampia","Foraminifera"
"Eucampia","Gaetanus tenuispinus"
"Eucampia","Hyperia macrocephala"
"Eucampia","Hyperiella antarctica"
"Eucampia","Hyperiella dilatata"
"Eucampia","Limacina helicina"
"Eucampia","Limacina retroversa"
"Eucampia","Lucicutia"
"Eucampia","Metridia gerlachei"
"Eucampia","Metridia lucens"
"Eucampia","Microcalanus pygmaeus"
"Eucampia","Microsetella norvegica"
"Eucampia","Nematocarcinus lanceopes"
"Eucampia","Neocalanus tonsus"
"Eucampia","Oithona frigida"
"Eucampia","Oithona similis"
"Eucampia","Oncaea curvata"
"Eucampia","Pasiphaea scotiae"
"Eucampia","Pelagobia longicirrata"
"Eucampia","Pleuromamma abdominalis"
"Eucampia","Pleuromamma antarctica"
"Eucampia","Podocopida"
"Eucampia","Primno macropa"
"Eucampia","Pyrostephos vanhoeffeni"
"Eucampia","Racovitzanus antarcticus"
"Eucampia","Rhincalanus gigas"
"Eucampia","Rhynchonereella bongraini"
"Eucampia","Salpa thompsoni"
"Eucampia","Scaphocalanus australis"
"Eucampia","Scolecithricella minor"
"Eucampia","Subeucalanus longiceps"
"Eucampia","Thysanoessa vicina"
"Eucampia","Tomopteris planktonis"
"Eucampia","Tomopteris septentrionalis"
"Eucampia","Triconia antarctica"
"Eucampia","Vanadis"
"Eucampia","Vibilia antarctica"
"Euchirella rostromagna","Alacia hettacra"
"Euchirella rostromagna","Atolla wyvillei"
"Euchirella rostromagna","Austrinoecia isocheira"
"Euchirella rostromagna","Bathyteuthis abyssicola"
"Euchirella rostromagna","Batoteuthis skolops"
"Euchirella rostromagna","Beroe"
"Euchirella rostromagna","Borostomias antarcticus"
"Euchirella rostromagna","Brachioteuthis linkovskyi"
"Euchirella rostromagna","Brachioteuthis picta"
"Euchirella rostromagna","Calanus australis"
"Euchirella rostromagna","Callianira"
"Euchirella rostromagna","Calycopsis borchgrevinki"
"Euchirella rostromagna","Candacia"
"Euchirella rostromagna","Chiroteuthis veranyi"
"Euchirella rostromagna","Conchoecilla chuni"
"Euchirella rostromagna","Conchoecissa symmetrica"
"Euchirella rostromagna","Corycaeus"
"Euchirella rostromagna","Crossota brunnea"
"Euchirella rostromagna","Cyclothone"
"Euchirella rostromagna","Cyphocaris faurei"
"Euchirella rostromagna","Cyphocaris richardi"
"Euchirella rostromagna","Dimophyes arctica"
"Euchirella rostromagna","Diphyes antarctica"
"Euchirella rostromagna","Electrona antarctica"
"Euchirella rostromagna","Electrona carlsbergi"
"Euchirella rostromagna","Electrona subaspera"
"Euchirella rostromagna","Euchirella rostromagna"
"Euchirella rostromagna","Eudoxoides spiralis"
"Euchirella rostromagna","Eukrohnia hamata"
"Euchirella rostromagna","Euphausia frigida"
"Euchirella rostromagna","Euphausia superba"
"Euchirella rostromagna","Euphausia triacantha"
"Euchirella rostromagna","Gaetanus tenuispinus"
"Euchirella rostromagna","Galiteuthis glacialis"
"Euchirella rostromagna","Gigantocypris muelleri"
"Euchirella rostromagna","Gilia reticulata"
"Euchirella rostromagna","Gonatus antarcticus"
"Euchirella rostromagna","Gymnoscopelus bolini"
"Euchirella rostromagna","Gymnoscopelus braueri"
"Euchirella rostromagna","Gymnoscopelus fraseri"
"Euchirella rostromagna","Gymnoscopelus hintonoides"
"Euchirella rostromagna","Gymnoscopelus nicholsi"
"Euchirella rostromagna","Gymnoscopelus piabilis"
"Euchirella rostromagna","Halicreas minimum"
"Euchirella rostromagna","Heterorhabdus austrinus"
"Euchirella rostromagna","Hippopodiidae"
"Euchirella rostromagna","Krefftichthys anderssoni"
"Euchirella rostromagna","Lampanyctus"
"Euchirella rostromagna","Marrus antarcticus"
"Euchirella rostromagna","Mastigoteuthis"
"Euchirella rostromagna","Megalocranchia"
"Euchirella rostromagna","Muggiaea bargmannae"
"Euchirella rostromagna","Nannobrachium achirus"
"Euchirella rostromagna","Neognathophausia gigas"
"Euchirella rostromagna","Notolepis coatsi"
"Euchirella rostromagna","Obtusoecia antarctica"
"Euchirella rostromagna","Onykia ingens"
"Euchirella rostromagna","Pandea rubra"
"Euchirella rostromagna","Pantachogon haeckeli"
"Euchirella rostromagna","Paraeuchaeta antarctica"
"Euchirella rostromagna","Paraeuchaeta barbata"
"Euchirella rostromagna","Paraeuchaeta biloba"
"Euchirella rostromagna","Paraeuchaeta rasa"
"Euchirella rostromagna","Paraphyllina ransoni"
"Euchirella rostromagna","Phronima sedentaria"
"Euchirella rostromagna","Pleuragramma antarcticum"
"Euchirella rostromagna","Pleurobrachia"
"Euchirella rostromagna","Pleuromamma abdominalis"
"Euchirella rostromagna","Pleuromamma antarctica"
"Euchirella rostromagna","Pleuromamma robusta"
"Euchirella rostromagna","Poromitra crassiceps"
"Euchirella rostromagna","Primno macropa"
"Euchirella rostromagna","Protomyctophum andriashevi"
"Euchirella rostromagna","Protomyctophum bolini"
"Euchirella rostromagna","Protomyctophum choriodon"
"Euchirella rostromagna","Protomyctophum parallelum"
"Euchirella rostromagna","Protomyctophum tenisoni"
"Euchirella rostromagna","Pseudoconchoecia serrulata"
"Euchirella rostromagna","Rosacea plicata"
"Euchirella rostromagna","Rotundoecia teretivalvata"
"Euchirella rostromagna","Sagitta gazellae"
"Euchirella rostromagna","Sagitta marri"
"Euchirella rostromagna","Salpa thompsoni"
"Euchirella rostromagna","Scaphocalanus australis"
"Euchirella rostromagna","Scaphocalanus farrani"
"Euchirella rostromagna","Slosarczykovia circumantarctica"
"Euchirella rostromagna","Solmundella bitentaculata"
"Euchirella rostromagna","Stoloteuthis leucoptera"
"Euchirella rostromagna","Stygiomedusa gigantea"
"Euchirella rostromagna","Themisto gaudichaudii"
"Euchirella rostromagna","Thysanoessa macrura"
"Euchirella rostromagna","Thysanoessa vicina"
"Euchirella rostromagna","Vanadis"
"Eudoxoides spiralis","Acanthephyra pelagica"
"Eudoxoides spiralis","Atolla wyvillei"
"Eudoxoides spiralis","Boroecia antipoda"
"Eudoxoides spiralis","Borostomias antarcticus"
"Eudoxoides spiralis","Calanus australis"
"Eudoxoides spiralis","Calanus propinquus"
"Eudoxoides spiralis","Calanus simillimus"
"Eudoxoides spiralis","Cyclothone"
"Eudoxoides spiralis","Cyllopus lucasii"
"Eudoxoides spiralis","Cyllopus magellanicus"
"Eudoxoides spiralis","Cyphocaris faurei"
"Eudoxoides spiralis","Cyphocaris richardi"
"Eudoxoides spiralis","Electrona antarctica"
"Eudoxoides spiralis","Electrona carlsbergi"
"Eudoxoides spiralis","Euchirella rostromagna"
"Eudoxoides spiralis","Eurythenes obesus"
"Eudoxoides spiralis","Gigantocypris muelleri"
"Eudoxoides spiralis","Gymnoscopelus braueri"
"Eudoxoides spiralis","Gymnoscopelus hintonoides"
"Eudoxoides spiralis","Hyperia macrocephala"
"Eudoxoides spiralis","Lucicutia"
"Eudoxoides spiralis","Metridia gerlachei"
"Eudoxoides spiralis","Metridia lucens"
"Eudoxoides spiralis","Nansenia antarctica"
"Eudoxoides spiralis","Parandania boecki"
"Eudoxoides spiralis","Paraphyllina ransoni"
"Eudoxoides spiralis","Pasiphaea scotiae"
"Eudoxoides spiralis","Periphylla periphylla"
"Eudoxoides spiralis","Pleuromamma abdominalis"
"Eudoxoides spiralis","Pleuromamma antarctica"
"Eudoxoides spiralis","Pleuromamma robusta"
"Eudoxoides spiralis","Scaphocalanus australis"
"Eudoxoides spiralis","Scaphocalanus farrani"
"Eudoxoides spiralis","Scina"
"Eudoxoides spiralis","Stygiomedusa gigantea"
"Eudoxoides spiralis","Thysanoessa macrura"
"Eukrohnia hamata","Antarctomysis maxima"
"Eukrohnia hamata","Crossota brunnea"
"Eukrohnia hamata","Electrona antarctica"
"Eukrohnia hamata","Electrona carlsbergi"
"Eukrohnia hamata","Electrona subaspera"
"Eukrohnia hamata","Eukrohnia hamata"
"Eukrohnia hamata","Gennadas kempi"
"Eukrohnia hamata","Gigantocypris muelleri"
"Eukrohnia hamata","Gymnoscopelus braueri"
"Eukrohnia hamata","Gymnoscopelus fraseri"
"Eukrohnia hamata","Gymnoscopelus hintonoides"
"Eukrohnia hamata","Gymnoscopelus nicholsi"
"Eukrohnia hamata","Gymnoscopelus opisthopterus"
"Eukrohnia hamata","Gymnoscopelus piabilis"
"Eukrohnia hamata","Halicreas minimum"
"Eukrohnia hamata","Marrus antarcticus"
"Eukrohnia hamata","Mesonychoteuthis hamiltoni"
"Eukrohnia hamata","Nansenia antarctica"
"Eukrohnia hamata","Neognathophausia gigas"
"Eukrohnia hamata","Notolepis coatsi"
"Eukrohnia hamata","Pantachogon haeckeli"
"Eukrohnia hamata","Paraeuchaeta antarctica"
"Eukrohnia hamata","Paraeuchaeta barbata"
"Eukrohnia hamata","Parandania boecki"
"Eukrohnia hamata","Petalidium foliaceum"
"Eukrohnia hamata","Phronima sedentaria"
"Eukrohnia hamata","Pleurobrachia"
"Eukrohnia hamata","Primno macropa"
"Eukrohnia hamata","Protomyctophum bolini"
"Eukrohnia hamata","Protomyctophum tenisoni"
"Eukrohnia hamata","Sagitta gazellae"
"Eukrohnia hamata","Sergestes"
"Eukrohnia hamata","Solmundella bitentaculata"
"Eukrohnia hamata","Symbolophorus boops"
"Eukrohnia hamata","Themisto gaudichaudii"
"Euphausia frigida","Acanthephyra pelagica"
"Euphausia frigida","Bathyteuthis abyssicola"
"Euphausia frigida","Batoteuthis skolops"
"Euphausia frigida","Borostomias antarcticus"
"Euphausia frigida","Brachioteuthis linkovskyi"
"Euphausia frigida","Brachioteuthis picta"
"Euphausia frigida","Chiroteuthis veranyi"
"Euphausia frigida","Crossota brunnea"
"Euphausia frigida","Cyclothone"
"Euphausia frigida","Cynomacrurus piriei"
"Euphausia frigida","Desmonema glaciale"
"Euphausia frigida","Electrona antarctica"
"Euphausia frigida","Electrona carlsbergi"
"Euphausia frigida","Galiteuthis glacialis"
"Euphausia frigida","Gennadas kempi"
"Euphausia frigida","Gigantocypris muelleri"
"Euphausia frigida","Gonatus antarcticus"
"Euphausia frigida","Gymnoscopelus bolini"
"Euphausia frigida","Gymnoscopelus braueri"
"Euphausia frigida","Gymnoscopelus fraseri"
"Euphausia frigida","Gymnoscopelus hintonoides"
"Euphausia frigida","Gymnoscopelus nicholsi"
"Euphausia frigida","Gymnoscopelus opisthopterus"
"Euphausia frigida","Gymnoscopelus piabilis"
"Euphausia frigida","Halicreas minimum"
"Euphausia frigida","Krefftichthys anderssoni"
"Euphausia frigida","Lampanyctus"
"Euphausia frigida","Mastigoteuthis"
"Euphausia frigida","Megalocranchia"
"Euphausia frigida","Nannobrachium achirus"
"Euphausia frigida","Nansenia antarctica"
"Euphausia frigida","Neognathophausia gigas"
"Euphausia frigida","Notolepis coatsi"
"Euphausia frigida","Notoscopelus resplendens"
"Euphausia frigida","Onykia ingens"
"Euphausia frigida","Pantachogon haeckeli"
"Euphausia frigida","Paraeuchaeta antarctica"
"Euphausia frigida","Pasiphaea scotiae"
"Euphausia frigida","Petalidium foliaceum"
"Euphausia frigida","Phronima sedentaria"
"Euphausia frigida","Pleuragramma antarcticum"
"Euphausia frigida","Pleurobrachia"
"Euphausia frigida","Poromitra crassiceps"
"Euphausia frigida","Protomyctophum andriashevi"
"Euphausia frigida","Protomyctophum bolini"
"Euphausia frigida","Protomyctophum choriodon"
"Euphausia frigida","Protomyctophum tenisoni"
"Euphausia frigida","Psychroteuthis glacialis"
"Euphausia frigida","Sagitta gazellae"
"Euphausia frigida","Sergestes"
"Euphausia frigida","Slosarczykovia circumantarctica"
"Euphausia frigida","Solmundella bitentaculata"
"Euphausia frigida","Stoloteuthis leucoptera"
"Euphausia frigida","Stygiomedusa gigantea"
"Euphausia frigida","Symbolophorus boops"
"Euphausia frigida","Themisto gaudichaudii"
"Euphausia superba","Acanthephyra pelagica"
"Euphausia superba","Alluroteuthis antarcticus"
"Euphausia superba","Bathyteuthis abyssicola"
"Euphausia superba","Batoteuthis skolops"
"Euphausia superba","Boroecia antipoda"
"Euphausia superba","Borostomias antarcticus"
"Euphausia superba","Brachioteuthis linkovskyi"
"Euphausia superba","Brachioteuthis picta"
"Euphausia superba","Chiroteuthis veranyi"
"Euphausia superba","Crossota brunnea"
"Euphausia superba","Cyclothone"
"Euphausia superba","Cynomacrurus piriei"
"Euphausia superba","Cyphocaris faurei"
"Euphausia superba","Cyphocaris richardi"
"Euphausia superba","Desmonema glaciale"
"Euphausia superba","Electrona antarctica"
"Euphausia superba","Electrona carlsbergi"
"Euphausia superba","Eusirus perdentatus"
"Euphausia superba","Filippovia knipovitchi"
"Euphausia superba","Galiteuthis glacialis"
"Euphausia superba","Gigantocypris muelleri"
"Euphausia superba","Gonatus antarcticus"
"Euphausia superba","Gymnoscopelus bolini"
"Euphausia superba","Gymnoscopelus braueri"
"Euphausia superba","Gymnoscopelus fraseri"
"Euphausia superba","Gymnoscopelus hintonoides"
"Euphausia superba","Gymnoscopelus nicholsi"
"Euphausia superba","Gymnoscopelus opisthopterus"
"Euphausia superba","Gymnoscopelus piabilis"
"Euphausia superba","Halicreas minimum"
"Euphausia superba","Kondakovia longimana"
"Euphausia superba","Krefftichthys anderssoni"
"Euphausia superba","Lampanyctus"
"Euphausia superba","Martialia hyadesi"
"Euphausia superba","Mastigoteuthis"
"Euphausia superba","Megalocranchia"
"Euphausia superba","Metaconchoecia skogsbergi"
"Euphausia superba","Nannobrachium achirus"
"Euphausia superba","Nansenia antarctica"
"Euphausia superba","Notolepis coatsi"
"Euphausia superba","Notoscopelus resplendens"
"Euphausia superba","Onykia ingens"
"Euphausia superba","Pantachogon haeckeli"
"Euphausia superba","Paradiplospinus gracilis"
"Euphausia superba","Paraeuchaeta antarctica"
"Euphausia superba","Parandania boecki"
"Euphausia superba","Pasiphaea scotiae"
"Euphausia superba","Phronima sedentaria"
"Euphausia superba","Pleuragramma antarcticum"
"Euphausia superba","Pleurobrachia"
"Euphausia superba","Poromitra crassiceps"
"Euphausia superba","Primno macropa"
"Euphausia superba","Protomyctophum andriashevi"
"Euphausia superba","Protomyctophum bolini"
"Euphausia superba","Protomyctophum choriodon"
"Euphausia superba","Protomyctophum tenisoni"
"Euphausia superba","Psychroteuthis glacialis"
"Euphausia superba","Pyrostephos vanhoeffeni"
"Euphausia superba","Sagitta gazellae"
"Euphausia superba","Slosarczykovia circumantarctica"
"Euphausia superba","Solmundella bitentaculata"
"Euphausia superba","Stoloteuthis leucoptera"
"Euphausia superba","Stygiomedusa gigantea"
"Euphausia superba","Symbolophorus boops"
"Euphausia superba","Themisto gaudichaudii"
"Euphausia triacantha","Acanthephyra pelagica"
